"ORDEPREC,N,6,0","GRARARTI,C,10","CODILIST,C,1","ANTEPREC,N,19,6","FEANPREC,D","ACTUPREC,N,19,6","FEACPREC,D","CODIMONE,C,1","CAANPREC,N,10,0","CANTPREC,N,10,0"
432258,631100,O,,,"50069,93211",08/04/2026,,,1
432259,631100,P,,,"51152,6548",08/04/2026,,,1
432261,631200,O,,,"580584,86586",08/04/2026,,,1
432262,631200,P,,,"509602,4236",08/04/2026,,,1
432265,631211,O,,,"328154,545455",08/04/2026,,,1
432266,631211,P,,,"313952,888968",08/04/2026,,,1
432269,631222,O,,,"314534,435904",08/04/2026,,,1
432270,631222,P,,,"301337,520832",08/04/2026,,,1
432273,631224,O,,,"401780,03616",08/04/2026,,,1
432274,631224,P,,,"344933,938",08/04/2026,,,1
432276,631248,O,,,549999,08/04/2026,,,1
432277,631248,P,,,"257042,595178",08/04/2026,,,1
432457,633002,O,,,"72497,917355",08/04/2026,,,1
432458,633002,P,,,"90553,214018",08/04/2026,,,1
432460,633003,O,,,"93801,652893",08/04/2026,,,1
432461,633003,P,,,"114110,145364",08/04/2026,,,1
432464,633006,O,,,"67357,024793",08/04/2026,,,1
432465,633006,P,,,"84342,25",08/04/2026,,,1
432467,633007,P,,,"150652,00072",08/04/2026,,,1
432469,633008,O,,,"173552,892562",08/04/2026,,,1
432470,633008,P,,,"183154,8",08/04/2026,,,1
432472,633009,P,,,"133050,70282",08/04/2026,,,1
432474,633011,P,,,"152027,7208",08/04/2026,,,1
432476,633012,P,,,"231465,4288",08/04/2026,,,1
432479,633014,O,,,"33057,85124",08/04/2026,,,1
432480,633014,P,,,"44325,951988",08/04/2026,,,1
432482,633015,O,,,"71685,578512",08/04/2026,,,1
432483,633015,P,,,"71685,5824",08/04/2026,,,1
432485,633016,O,,,"24792,561983",08/04/2026,,,1
432486,633016,P,,,"35374,4164",08/04/2026,,,1
432488,633018,P,,,"432913,3696",08/04/2026,,,1
432490,633020,O,,,"76859,504132",08/04/2026,,,1
432491,633020,P,,,"90400,0048",08/04/2026,,,1
432493,633022,O,,,"121487,603306",08/04/2026,,,1
432494,633022,P,,,"131462,6452",08/04/2026,,,1
432496,633023,O,,,"218181,818182",08/04/2026,,,1
432497,633023,P,,,"235573,9432",08/04/2026,,,1
432500,633024,O,,,"96694,214876",08/04/2026,,,1
432501,633024,P,,,"107075,536744",08/04/2026,,,1
432503,633025,O,,,"55371,900826",08/04/2026,,,1
432504,633025,P,,,"64481,2156",08/04/2026,,,1
432506,633026,O,,,"231404,958678",08/04/2026,,,1
432507,633026,P,,,"241358,44",08/04/2026,,,1
432509,633027,P,,,"107767,426",08/04/2026,,,1
432515,633033,P,,,"31968,8716",08/04/2026,,,1
432517,633034,P,,,"183041,968",08/04/2026,,,1
432519,633035,P,,,"929668,552",08/04/2026,,,1
432521,633036,P,,,"90749,3464",08/04/2026,,,1
432523,633037,P,,,"20065,118788",08/04/2026,,,1
432525,633038,P,,,"23255,74603",08/04/2026,,,1
432527,633039,P,,,"23358,503751",08/04/2026,,,1
432529,633040,P,,,"13936,32752",08/04/2026,,,1
432531,633041,P,,,"16472,105358",08/04/2026,,,1
432533,633042,P,,,"21656,748898",08/04/2026,,,1
432534,633043,P,,,"61759,444734",08/04/2026,,,1
432536,633044,O,,,"27148,41629",08/04/2026,,,1
432537,633044,P,,,"35577,59176",08/04/2026,,,1
432539,633045,P,,,"41033,58958",08/04/2026,,,1
432541,633046,P,,,"45524,18296",08/04/2026,,,1
432543,633047,P,,,"32008,637845",08/04/2026,,,1
432545,633048,P,,,"11719,370462",08/04/2026,,,1
432547,633049,P,,,"11770,694954",08/04/2026,,,1
432549,633050,P,,,"11839,127609",08/04/2026,,,1
432551,633051,P,,,"11924,668428",08/04/2026,,,1
432553,633052,P,,,"12112,85823",08/04/2026,,,1
432555,633053,P,,,"12660,319472",08/04/2026,,,1
432557,633054,P,,,"12232,615377",08/04/2026,,,1
432559,633055,P,,,"12395,142933",08/04/2026,,,1
432561,633056,P,,,"12570,501612",08/04/2026,,,1
432563,633057,P,,,"13006,759789",08/04/2026,,,1
432565,633058,P,,,"13644,038891",08/04/2026,,,1
432567,633059,P,,,"14460,953712",08/04/2026,,,1
432569,633060,P,,,"16158,93897",08/04/2026,,,1
432571,633061,P,,,"17664,457385",08/04/2026,,,1
432573,633062,P,,,"13032,422035",08/04/2026,,,1
432575,633063,P,,,"13520,004703",08/04/2026,,,1
432577,633064,P,,,"14238,547583",08/04/2026,,,1
432579,633065,P,,,"13874,999102",08/04/2026,,,1
432581,633066,P,,,"14636,312391",08/04/2026,,,1
432583,633067,P,,,"15312,084862",08/04/2026,,,1
432585,633068,P,,,"20051,046236",08/04/2026,,,1
432587,633069,P,,,"22275,10753",08/04/2026,,,1
432589,633070,P,,,"30187,636648",08/04/2026,,,1
432591,633071,P,,,"19891,146616",08/04/2026,,,1
432592,633072,P,,,"10758,382036",08/04/2026,,,1
432594,633073,P,,,"13304,634405",08/04/2026,,,1
432596,633074,P,,,"18443,254397",08/04/2026,,,1
432598,633075,P,,,"23564,572638",08/04/2026,,,1
432600,633076,P,,,"13515,715765",08/04/2026,,,1
432602,633077,P,,,"18996,910423",08/04/2026,,,1
432604,633078,P,,,"23979,814658",08/04/2026,,,1
432606,633079,P,,,"13090,092695",08/04/2026,,,1
432608,633080,P,,,"15920,659129",08/04/2026,,,1
432610,633081,P,,,"26059,929892",08/04/2026,,,1
432612,633082,P,,,"24676,772908",08/04/2026,,,1
432614,633083,P,,,"22333,09798",08/04/2026,,,1
432616,633084,P,,,"21756,7915",08/04/2026,,,1
432618,633085,P,,,"23562,566092",08/04/2026,,,1
432620,633086,P,,,"25675,718428",08/04/2026,,,1
432622,633087,P,,,"28326,760384",08/04/2026,,,1
432624,633088,P,,,"10968,201316",08/04/2026,,,1
432626,633089,P,,,"11356,259824",08/04/2026,,,1
432628,633090,P,,,"16193,440792",08/04/2026,,,1
432630,633091,P,,,"14030,351896",08/04/2026,,,1
432631,633092,P,,,"14668,136476",08/04/2026,,,1
432633,633093,P,,,"13769,749492",08/04/2026,,,1
432635,633094,P,,,"14813,6272",08/04/2026,,,1
432637,633095,P,,,"12104,0866",08/04/2026,,,1
432639,633096,P,,,"14847,843388",08/04/2026,,,1
432641,633097,P,,,"20048,87542",08/04/2026,,,1
432643,633098,P,,,"16787,664424",08/04/2026,,,1
432645,633099,P,,,"12386,592508",08/04/2026,,,1
432647,633100,P,,,"15461,78446",08/04/2026,,,1
432649,633101,P,,,"24199,7716",08/04/2026,,,1
432651,633102,P,,,"27407,55262",08/04/2026,,,1
432653,633103,P,,,"20435,980204",08/04/2026,,,1
432655,633104,P,,,"18536,976412",08/04/2026,,,1
432657,633105,P,,,"19281,18118",08/04/2026,,,1
432659,633106,P,,,"28562,36236",08/04/2026,,,1
432661,633107,O,,,"20961,952",08/04/2026,,,1
432662,633107,P,,,"21812,63",08/04/2026,,,1
432663,633107,Q,,,"20961,952",08/04/2026,,,1
432665,633108,P,,,"15992,130016",08/04/2026,,,1
432667,633109,P,,,"21419,698288",08/04/2026,,,1
432669,633110,P,,,"25012,408744",08/04/2026,,,1
432671,633111,P,,,"17955,301216",08/04/2026,,,1
432673,633112,P,,,"20350,434376",08/04/2026,,,1
432675,633113,P,,,"14559,325804",08/04/2026,,,1
432677,633114,P,,,"16099,06498",08/04/2026,,,1
432679,633115,P,,,"16894,588672",08/04/2026,,,1
432681,633116,P,,,"15089,682076",08/04/2026,,,1
432683,633117,P,,,"16099,06498",08/04/2026,,,1
432685,633118,P,,,"16787,664424",08/04/2026,,,1
432687,633119,P,,,"14721,855376",08/04/2026,,,1
432689,633120,P,,,"14773,1743",08/04/2026,,,1
432691,633121,P,,,"17916,76648",08/04/2026,,,1
432693,633122,P,,,"19666,110616",08/04/2026,,,1
432695,633123,P,,,"17621,690704",08/04/2026,,,1
432697,633124,P,,,"18421,49008",08/04/2026,,,1
432699,633125,P,,,"17018,626372",08/04/2026,,,1
432701,633126,P,,,"18062,225464",08/04/2026,,,1
432703,633127,P,,,"20051,050768",08/04/2026,,,1
432705,633128,P,,,"39169,423504",08/04/2026,,,1
432707,633129,P,,,"24513,69682",08/04/2026,,,1
432709,633130,P,,,"21419,698288",08/04/2026,,,1
432711,633131,P,,,"13712,472472",08/04/2026,,,1
432713,633132,P,,,"14242,828744",08/04/2026,,,1
432715,633133,P,,,"11325,879964",08/04/2026,,,1
432717,633134,P,,,"11856,236236",08/04/2026,,,1
432719,633135,P,,,"12493,516756",08/04/2026,,,1
432721,633136,P,,,"12600,441004",08/04/2026,,,1
432723,633137,P,,,"13712,472472",08/04/2026,,,1
432725,633138,P,,,"16150,383904",08/04/2026,,,1
432727,633139,P,,,"20055,3586",08/04/2026,,,1
432729,633140,P,,,"18981,786856",08/04/2026,,,1
432731,633141,P,,,"20393,212648",08/04/2026,,,1
432733,633142,P,,,"33908,660488",08/04/2026,,,1
432735,633143,P,,,"35876,096656",08/04/2026,,,1
432737,633144,P,,,"40709,151964",08/04/2026,,,1
432739,633145,P,,,"11886,17674",08/04/2026,,,1
432741,633146,P,,,"17424,944944",08/04/2026,,,1
432743,633147,P,,,"20607,061144",08/04/2026,,,1
432745,633148,P,,,"24370,85254",08/04/2026,,,1
432747,633149,P,,,"26038,9051",08/04/2026,,,1
432749,633150,P,,,"17797,047328",08/04/2026,,,1
432751,633151,P,,,"23429,912728",08/04/2026,,,1
432753,633152,P,,,"16099,06498",08/04/2026,,,1
432755,633153,P,,,"16586,64298",08/04/2026,,,1
432757,633154,P,,,"19323,948736",08/04/2026,,,1
432759,633155,P,,,"19323,948736",08/04/2026,,,1
432761,633156,P,,,"19323,948736",08/04/2026,,,1
432763,633157,P,,,"13979,182996",08/04/2026,,,1
432765,633158,P,,,"17232,474868",08/04/2026,,,1
432767,633159,P,,,"20222,131708",08/04/2026,,,1
432769,633160,P,,,"25311,803068",08/04/2026,,,1
432771,633161,P,,,"12437,911432",08/04/2026,,,1
432773,633162,P,,,"12703,089568",08/04/2026,,,1
432775,633163,P,,,"13023,873028",08/04/2026,,,1
432777,633164,P,,,"13340,370088",08/04/2026,,,1
432779,633165,P,,,"14028,969532",08/04/2026,,,1
432781,633166,P,,,"14614,931128",08/04/2026,,,1
432783,633167,P,,,"21034,768852",08/04/2026,,,1
432785,633168,P,,,"24884,106076",08/04/2026,,,1
432787,633169,P,,,"18330,682696",08/04/2026,,,1
432789,633170,O,,,"19007,438017",08/04/2026,,,1
432790,633170,P,,,"28472,08006",08/04/2026,,,1
432792,633171,O,,,"40495,867769",08/04/2026,,,1
432793,633171,P,,,"47039,178892",08/04/2026,,,1
432795,633172,P,,,"14749,38478",08/04/2026,,,1
432797,633173,P,,,"15021,2497",08/04/2026,,,1
432799,633174,P,,,"15021,2497",08/04/2026,,,1
432801,633175,P,,,"16458,329596",08/04/2026,,,1
432803,633176,P,,,"18981,786856",08/04/2026,,,1
432806,633178,P,,,"29674,383112",08/04/2026,,,1
432808,633179,P,,,"27322,017508",08/04/2026,,,1
432810,633180,P,,,"33096,023344",08/04/2026,,,1
432812,633181,P,,,"39468,807112",08/04/2026,,,1
432815,633183,O,,,"154545,454545",08/04/2026,,,1
432816,633183,P,,,"166689,56632",08/04/2026,,,1
432818,633185,O,,,"75545,454545",08/04/2026,,,1
432819,633185,P,,,"93939,4996",08/04/2026,,,1
432822,633186,O,,,"95451,239669",08/04/2026,,,1
432823,633186,P,,,"112870,3852",08/04/2026,,,1
432826,633188,P,,,"23620,807552",08/04/2026,,,1
432828,633189,P,,,"172130,9368",08/04/2026,,,1
432831,633192,O,,,"55371,900826",08/04/2026,,,1
432832,633192,P,,,"67839,61",08/04/2026,,,1
432835,633194,P,,,"95700,1384",08/04/2026,,,1
432838,633196,O,,,"40495,867769",08/04/2026,,,1
432839,633196,P,,,"44890,2244",08/04/2026,,,1
432842,633197,O,,,"45247,963801",08/04/2026,,,1
432843,633197,P,,,"53538,0364",08/04/2026,,,1
432845,633198,P,,,"157847,5804",08/04/2026,,,1
432848,633199,O,,,"34710,743802",08/04/2026,,,1
432849,633199,P,,,"48897,52618",08/04/2026,,,1
432851,633200,P,,,"14064,25732",08/04/2026,,,1
432853,633201,P,,,"15901,0333",08/04/2026,,,1
432855,633202,P,,,"18299,16694",08/04/2026,,,1
432857,633203,P,,,"14845,678756",08/04/2026,,,1
432859,633204,P,,,"16960,888564",08/04/2026,,,1
432861,633205,P,,,"21406,871236",08/04/2026,,,1
432863,633206,P,,,"12730,458232",08/04/2026,,,1
432865,633207,P,,,"18909,936076",08/04/2026,,,1
432867,633208,P,,,"19878,43744",08/04/2026,,,1
432869,633209,P,,,"17683,918516",08/04/2026,,,1
432871,633210,P,,,"26436,672304",08/04/2026,,,1
432873,633211,P,,,"13386,138124",08/04/2026,,,1
432875,633212,P,,,"15263,32414",08/04/2026,,,1
432877,633213,P,,,"21451,781992",08/04/2026,,,1
432879,633214,P,,,"16237,847896",08/04/2026,,,1
432881,633215,O,,,"17768,595041",08/04/2026,,,1
432882,633215,P,,,"28291,633336",08/04/2026,,,1
432884,633216,P,,,"23472,680284",08/04/2026,,,1
432886,633217,P,,,"31331,741104",08/04/2026,,,1
432888,633218,P,,,"44534,967568",08/04/2026,,,1
432890,633219,P,,,"26167,218484",08/04/2026,,,1
432892,633220,P,,,"27694,119892",08/04/2026,,,1
432894,633221,P,,,"32948,464024",08/04/2026,,,1
432896,633222,P,,,"40358,438716",08/04/2026,,,1
432898,633223,P,,,"52843,114516",08/04/2026,,,1
432900,633224,P,,,"65148,168724",08/04/2026,,,1
432902,633225,P,,,"21586,503544",08/04/2026,,,1
432904,633226,P,,,"100239,436",08/04/2026,,,1
432907,633228,O,,,"334710,743802",08/04/2026,,,1
432908,633228,P,,,"357025,007166",08/04/2026,,,1
432910,633229,P,,,"29396,142172",08/04/2026,,,1
432912,633230,P,,,"45478,05058",08/04/2026,,,1
432914,633231,P,,,"10696,089928",08/04/2026,,,1
432916,633232,P,,,"12173,697736",08/04/2026,,,1
432918,633233,P,,,"12240,76918",08/04/2026,,,1
432920,633234,P,,,"15680,98024",08/04/2026,,,1
432922,633235,P,,,"21137,417416",08/04/2026,,,1
432924,633236,P,,,"10723,029952",08/04/2026,,,1
432926,633237,P,,,"10947,583732",08/04/2026,,,1
432928,633238,P,,,"10983,503764",08/04/2026,,,1
432930,633239,P,,,"13273,855876",08/04/2026,,,1
432932,633240,P,,,"15088,181836",08/04/2026,,,1
432934,633241,P,,,"169105,927876",08/04/2026,,,1
432936,633242,P,,,"191902,556896",08/04/2026,,,1
432938,633243,P,,,"242842,113064",08/04/2026,,,1
432940,633244,P,,,"21548,011672",08/04/2026,,,1
432942,633245,P,,,"33053,255788",08/04/2026,,,1
432944,633246,P,,,"40923,011176",08/04/2026,,,1
432946,633247,P,,,"42890,447344",08/04/2026,,,1
432948,633248,P,,,"67825,593472",08/04/2026,,,1
432951,633250,P,,,"32704,567864",08/04/2026,,,1
432953,633251,P,,,"46758,478788",08/04/2026,,,1
432955,633252,P,,,"60801,144361",08/04/2026,,,1
432957,633253,P,,,"51745,110292",08/04/2026,,,1
432959,633254,P,,,"23512,640248",08/04/2026,,,1
432961,633255,P,,,"15795,53428",08/04/2026,,,1
432963,633256,P,,,"17583,520312",08/04/2026,,,1
432965,633257,P,,,"14408,305216",08/04/2026,,,1
432967,633258,P,,,"296077,5508",08/04/2026,,,1
432970,633259,P,,,"385956,9292",08/04/2026,,,1
432972,633260,P,,,"49776,484648",08/04/2026,,,1
432974,633261,P,,,"114366,3388",08/04/2026,,,1
432976,633262,P,,,"44472,954076",08/04/2026,,,1
432978,633264,P,,,"171950,908",08/04/2026,,,1
432980,633266,O,,,"61982,644628",08/04/2026,,,1
432981,633266,P,,,"70666,4908",08/04/2026,,,1
432983,633267,P,,,"51627,3736",08/04/2026,,,1
432985,633268,P,,,"128024,9524",08/04/2026,,,1
432987,633269,P,,,"71198,0044",08/04/2026,,,1
432989,633270,P,,,"20686,7989",08/04/2026,,,1
432991,633271,P,,,"20367,108472",08/04/2026,,,1
432993,633272,P,,,"26989,274992",08/04/2026,,,1
432995,633273,P,,,"27537,312664",08/04/2026,,,1
432997,633274,P,,,"30825,560128",08/04/2026,,,1
432999,633276,P,,,"263812,131099",08/04/2026,,,1
433001,633277,P,,,"94043,4448",08/04/2026,,,1
433003,633278,P,,,"142443,287536",08/04/2026,,,1
433005,633279,P,,,"191218,951108",08/04/2026,,,1
433007,633280,P,,,"164375,7676",08/04/2026,,,1
433009,633281,P,,,"61951,946653",08/04/2026,,,1
433012,633282,O,,,"136363,636364",08/04/2026,,,1
433013,633282,P,,,"137880,211132",08/04/2026,,,1
433015,633283,P,,,"102646,39384",08/04/2026,,,1
433017,633284,P,,,"13502,57818",08/04/2026,,,1
433019,633285,P,,,"13502,57818",08/04/2026,,,1
433021,633286,P,,,"14787,6409",08/04/2026,,,1
433023,633287,P,,,"14117,816694",08/04/2026,,,1
433024,633288,P,,,"18996,910423",08/04/2026,,,1
433026,633289,P,,,"20464,409752",08/04/2026,,,1
433028,633290,P,,,"11997,633856",08/04/2026,,,1
433030,633291,P,,,"14053,48774",08/04/2026,,,1
433032,633292,P,,,"13278,624496",08/04/2026,,,1
433034,633293,P,,,"14443,164364",08/04/2026,,,1
433035,633294,P,,,"11520,503956",08/04/2026,,,1
433037,633295,P,,,"11473,107088",08/04/2026,,,1
433039,633296,P,,,"11473,107088",08/04/2026,,,1
433040,633297,P,,,"11689,463128",08/04/2026,,,1
433041,633298,P,,,"11689,463128",08/04/2026,,,1
433044,633299,P,,,"11689,463128",08/04/2026,,,1
433046,633300,P,,,"15488,874508",08/04/2026,,,1
433048,633301,P,,,"16078,97248",08/04/2026,,,1
433050,633302,P,,,"18608,634304",08/04/2026,,,1
433052,633303,P,,,"19806,200884",08/04/2026,,,1
433054,633304,P,,,"20555,31358",08/04/2026,,,1
433056,633305,P,,,"24492,350548",08/04/2026,,,1
433058,633306,P,,,"19111,954108",08/04/2026,,,1
433060,633307,P,,,"19806,200884",08/04/2026,,,1
433062,633308,P,,,"20587,225828",08/04/2026,,,1
433064,633309,P,,,"18066,25468",08/04/2026,,,1
433066,633310,P,,,"19328,910244",08/04/2026,,,1
433068,633311,P,,,"19632,644548",08/04/2026,,,1
433070,633312,P,,,"18556,56526",08/04/2026,,,1
433072,633313,P,,,"22626,566356",08/04/2026,,,1
433074,633314,P,,,"24318,794212",08/04/2026,,,1
433076,633315,P,,,"23450,980384",08/04/2026,,,1
433078,633316,P,,,"25926,515692",08/04/2026,,,1
433080,633317,P,,,"26054,400436",08/04/2026,,,1
433082,633318,P,,,"50352,951868",08/04/2026,,,1
433084,633319,P,,,"22626,566356",08/04/2026,,,1
433086,633320,P,,,"23928,28174",08/04/2026,,,1
433088,633321,P,,,"22279,442968",08/04/2026,,,1
433090,633322,P,,,"22886,911576",08/04/2026,,,1
433092,633323,P,,,"20804,181964",08/04/2026,,,1
433094,633324,P,,,"22366,231852",08/04/2026,,,1
433096,633325,P,,,"22886,911576",08/04/2026,,,1
433098,633326,P,,,"22453,01002",08/04/2026,,,1
433100,633327,P,,,"20153,324272",08/04/2026,,,1
433102,633328,P,,,"24448,961464",08/04/2026,,,1
433104,633329,P,,,"26965,592632",08/04/2026,,,1
433106,633330,P,,,"84240,748048",08/04/2026,,,1
433108,633331,P,,,"15649,410904",08/04/2026,,,1
433110,633332,P,,,"20370,269692",08/04/2026,,,1
433112,633333,P,,,"16599,66292",08/04/2026,,,1
433114,633334,P,,,"49528,53784",08/04/2026,,,1
433116,633335,P,,,"20144,494288",08/04/2026,,,1
433118,633336,P,,,"21611,675428",08/04/2026,,,1
433120,633337,P,,,"24294,522472",08/04/2026,,,1
433122,633338,P,,,"26390,486344",08/04/2026,,,1
433124,633339,P,,,"29408,690608",08/04/2026,,,1
433126,633340,P,,,"32762,241376",08/04/2026,,,1
433128,633341,P,,,"25552,098652",08/04/2026,,,1
433130,633342,P,,,"31169,307976",08/04/2026,,,1
433132,633343,P,,,"35654,682664",08/04/2026,,,1
433134,633344,P,,,"39133,996408",08/04/2026,,,1
433135,633345,P,,,"11386,039588",08/04/2026,,,1
433137,633346,P,,,"64625,8816",08/04/2026,,,1
433140,633347,O,,,"285123,140496",08/04/2026,,,1
433141,633347,P,,,"311387,5",08/04/2026,,,1
433146,633349,P,,,"404293,8805",08/04/2026,,,1
433148,633350,P,,,"27918,663066",08/04/2026,,,1
433150,633351,P,,,"14932,9",08/04/2026,,,1
433152,633352,P,,,"22035,589672",08/04/2026,,,1
433154,633353,O,,,"139503,305785",08/04/2026,,,1
433155,633353,P,,,"153803,362",08/04/2026,,,1
433157,633354,P,,,"249952,672",08/04/2026,,,1
433159,633355,P,,,"271290,3712",08/04/2026,,,1
433163,633357,P,,,"92421,0424",08/04/2026,,,1
433165,633358,P,,,"76515,2836",08/04/2026,,,1
433167,633359,P,,,"105994,9996",08/04/2026,,,1
433170,633361,P,,,"287630,128",08/04/2026,,,1
433172,633362,P,,,"152978,594344",08/04/2026,,,1
433174,633363,P,,,"170230,679236",08/04/2026,,,1
433176,633364,O,,,"65288,429752",08/04/2026,,,1
433177,633364,P,,,"73307,9848",08/04/2026,,,1
433179,633365,P,,,"59215,3732",08/04/2026,,,1
433182,633367,P,,,"19290,900592",08/04/2026,,,1
433184,633368,P,,,"24672,272188",08/04/2026,,,1
433186,633369,P,,,"55626,616948",08/04/2026,,,1
433188,633370,P,,,"39068,575228",08/04/2026,,,1
433190,633371,P,,,"288170,2144",08/04/2026,,,1
433192,633373,P,,,"26834,010868",08/04/2026,,,1
433194,633374,P,,,"34745,076436",08/04/2026,,,1
433196,633375,P,,,"22567,746232",08/04/2026,,,1
433198,633376,P,,,"24312,889696",08/04/2026,,,1
433200,633377,P,,,"42414,549784",08/04/2026,,,1
433202,633378,P,,,"74089,93132",08/04/2026,,,1
433204,633379,P,,,"34101,151996",08/04/2026,,,1
433206,633380,P,,,"133631,5636",08/04/2026,,,1
433209,633382,O,,,"99172,727273",08/04/2026,,,1
433210,633382,P,,,"105668,66075",08/04/2026,,,1
433212,633383,P,,,"25069,085668",08/04/2026,,,1
433214,633384,O,,,"30577,68595",08/04/2026,,,1
433215,633384,P,,,"36389,97172",08/04/2026,,,1
433217,633385,P,,,"65292,395368",08/04/2026,,,1
433219,633386,P,,,"16729,16578",08/04/2026,,,1
433221,633387,O,,,"51238,842975",08/04/2026,,,1
433222,633387,P,,,"56652,106",08/04/2026,,,1
433224,633388,P,,,"189302,2552",08/04/2026,,,1
433226,633389,O,,,"142985,520362",08/04/2026,,,1
433227,633389,P,,,"145472,7436",08/04/2026,,,1
433231,633391,O,,,"60330,578512",08/04/2026,,,1
433232,633391,P,,,"73763,4148",08/04/2026,,,1
433234,633392,O,,,"85785,123967",08/04/2026,,,1
433235,633392,P,,,"102587,3116",08/04/2026,,,1
433237,633393,P,,,"305404,7572",08/04/2026,,,1
433239,633394,P,,,"111685,1956",08/04/2026,,,1
433241,633395,P,,,"68461,138",08/04/2026,,,1
433244,633396,P,,,"10573,798936",08/04/2026,,,1
433246,633397,P,,,"45171,497968",08/04/2026,,,1
433248,633398,P,,,"11643,898696",08/04/2026,,,1
433250,633399,P,,,"12039,812032",08/04/2026,,,1
433252,633400,P,,,"19150,917484",08/04/2026,,,1
433254,633401,P,,,"37964,773648",08/04/2026,,,1
433256,633402,P,,,"46411,0927",08/04/2026,,,1
433258,633403,P,,,"82727,359516",08/04/2026,,,1
433260,633404,P,,,"130064,700136",08/04/2026,,,1
433262,633405,P,,,"14302,377556",08/04/2026,,,1
433264,633406,P,,,"40416,969508",08/04/2026,,,1
433266,633407,P,,,"49850,885836",08/04/2026,,,1
433268,633408,P,,,"75110,351704",08/04/2026,,,1
433270,633409,P,,,"90043,129852",08/04/2026,,,1
433272,633410,P,,,"287482,858012",08/04/2026,,,1
433274,633411,P,,,"436896,710404",08/04/2026,,,1
433276,633412,P,,,"57677,230708",08/04/2026,,,1
433278,633413,P,,,"71849,258584",08/04/2026,,,1
433280,633414,P,,,"125491,432816",08/04/2026,,,1
433282,633415,P,,,"173591,709772",08/04/2026,,,1
433284,633416,P,,,"247243,9351",08/04/2026,,,1
433286,633417,O,,,"120361,99095",08/04/2026,,,1
433287,633417,P,,,"135428,6368",08/04/2026,,,1
433290,633418,P,,,"175758,495688",08/04/2026,,,1
433292,633419,O,,,"174380,165289",08/04/2026,,,1
433293,633419,P,,,"191624,4124",08/04/2026,,,1
433295,633420,P,,,"136730,223592",08/04/2026,,,1
433297,633421,P,,,"80788,87798",08/04/2026,,,1
433299,633422,P,,,"110285,686",08/04/2026,,,1
433301,633423,P,,,"12101,225428",08/04/2026,,,1
433303,633424,P,,,"14791,852288",08/04/2026,,,1
433305,633425,P,,,"270981,289612",08/04/2026,,,1
433307,633426,P,,,"26554,098232",08/04/2026,,,1
433309,633427,P,,,"40645,6168",08/04/2026,,,1
433311,633428,P,,,"55297,6036",08/04/2026,,,1
433313,633429,P,,,"80782,3948",08/04/2026,,,1
433315,633430,P,,,"79406,4604",08/04/2026,,,1
433317,633431,P,,,"480261,661972",08/04/2026,,,1
433319,633432,P,,,"96766,498276",08/04/2026,,,1
433321,633433,P,,,"100339,234108",08/04/2026,,,1
433324,633434,P,,,"230203,844836",08/04/2026,,,1
433327,633435,O,,,"539580,991736",08/04/2026,,,1
433328,633435,P,,,"516216,3388",08/04/2026,,,1
433332,633436,P,,,"281094,11812",08/04/2026,,,1
433336,633437,P,,,"369706,54384",08/04/2026,,,1
433341,633439,P,,,"110087,44",08/04/2026,,,1
433343,633440,P,,,"80573,4328",08/04/2026,,,1
433345,633441,P,,,"14140,544524",08/04/2026,,,1
433347,633442,P,,,"105358,083424",08/04/2026,,,1
433349,633443,P,,,"136390,364601",08/04/2026,,,1
433352,633444,P,,,"148815,064",08/04/2026,,,1
433354,633445,P,,,"69844,5736",08/04/2026,,,1
433356,633446,P,,,"99853,542124",08/04/2026,,,1
433358,633447,P,,,"40113,074464",08/04/2026,,,1
433360,633448,P,,,"20644,813612",08/04/2026,,,1
433363,633450,P,,,"29216,84206",08/04/2026,,,1
433365,633451,P,,,"34403,075296",08/04/2026,,,1
433367,633452,P,,,"96667,7932",08/04/2026,,,1
433369,633453,P,,,"30480,129868",08/04/2026,,,1
433371,633454,O,,,"93801,652893",08/04/2026,,,1
433372,633454,P,,,"103103,169124",08/04/2026,,,1
433374,633455,P,,,"361484,8",08/04/2026,,,1
433376,633456,O,,,"85949,586777",08/04/2026,,,1
433377,633456,P,,,"98492,670023",08/04/2026,,,1
433379,633457,P,,,"15269,785888",08/04/2026,,,1
433381,633458,P,,,"11857,77934",08/04/2026,,,1
433383,633459,P,,,"12359,6632",08/04/2026,,,1
433385,633460,P,,,"12460,854388",08/04/2026,,,1
433387,633461,P,,,"26877,892888",08/04/2026,,,1
433389,633462,P,,,"319135,168",08/04/2026,,,1
433391,633463,P,,,"348476,6476",08/04/2026,,,1
433393,633464,P,,,"1405535,0356",08/04/2026,,,1
433395,633465,P,,,"1776611,126848",08/04/2026,,,1
433397,633466,P,,,"110297,4736",08/04/2026,,,1
433399,633467,P,,,"20482,916284",08/04/2026,,,1
433402,633468,P,,,"387493,6036",08/04/2026,,,1
433404,633469,P,,,"102848,664124",08/04/2026,,,1
433408,633471,P,,,"56284,2793",08/04/2026,,,1
433411,633472,P,,,"88176,4348",08/04/2026,,,1
433413,633473,P,,,39841,08/04/2026,,,1
433415,633474,O,,,"174208,144796",08/04/2026,,,1
433416,633474,P,,,"133322,5",08/04/2026,,,1
433418,633475,P,,,"53847,9967",08/04/2026,,,1
433420,633476,P,,,"128389,2964",08/04/2026,,,1
