"ORDEPREC,N,6,0","GRARARTI,C,10","CODILIST,C,1","ANTEPREC,N,19,6","FEANPREC,D","ACTUPREC,N,19,6","FEACPREC,D","CODIMONE,C,1","CAANPREC,N,10,0","CANTPREC,N,10,0"
392451,633336,V,"19460,194966",16/03/2026,"19460,194966",08/04/2026,,1,1
392454,633337,V,"21645,943983",16/03/2026,"21645,943983",08/04/2026,,1,1
392457,633338,V,"23353,560403",16/03/2026,"23353,560403",08/04/2026,,1,1
392460,633339,V,"25812,528047",16/03/2026,"25812,528047",08/04/2026,,1,1
392463,633340,V,"28544,714319",16/03/2026,"28544,714319",08/04/2026,,1,1
392466,633341,V,"22670,513835",16/03/2026,"22670,513835",08/04/2026,,1,1
392469,633342,V,"27246,92584",16/03/2026,"27246,92584",08/04/2026,,1,1
392472,633343,V,"30901,224978",16/03/2026,"30901,224978",08/04/2026,,1,1
392475,633344,V,"33735,868235",16/03/2026,"33735,868235",08/04/2026,,1,1
392478,633345,V,"11152,443934",16/03/2026,"11152,443934",08/04/2026,,1,1
392481,633346,V,"57952,780812",16/03/2026,"57952,780812",08/04/2026,,1,1
392484,633347,V,"302142,307976",16/03/2026,"302142,307976",08/04/2026,,1,1
392487,633348,V,"217917,616096",25/11/2025,"217917,616096",09/12/2025,,1,1
392490,633349,V,"392558,095124",16/03/2026,"392558,095124",08/04/2026,,1,1
392493,633350,V,"23626,77903",16/03/2026,"23626,77903",08/04/2026,,1,1
392496,633351,V,"14149,5079",16/03/2026,"14149,5079",08/04/2026,,1,1
392499,633352,V,"19591,769389",16/03/2026,"19591,769389",08/04/2026,,1,1
392502,633353,V,"140318,733735",16/03/2026,"140318,733735",08/04/2026,,1,1
392505,633354,V,"231771,147175",16/03/2026,"231771,147175",08/04/2026,,1,1
392508,633355,V,"251490,932103",16/03/2026,"251490,932103",08/04/2026,,1,1
392511,633356,V,"372523,022936",25/11/2025,"372523,022936",09/12/2025,,1,1
392515,633357,V,"89968,313883",16/03/2026,"89968,313883",08/04/2026,,1,1
392518,633358,V,"71309,040644",16/03/2026,"71309,040644",08/04/2026,,1,1
392521,633359,V,"98481,069877",16/03/2026,"98481,069877",08/04/2026,,1,1
392525,633360,V,"80380,71496",25/11/2025,"80380,71496",09/12/2025,,1,1
392528,633361,V,"265898,604425",16/03/2026,"265898,604425",08/04/2026,,1,1
392531,633362,V,"128930,175772",16/03/2026,"128930,175772",08/04/2026,,1,1
392534,633363,V,"143280,523138",16/03/2026,"143280,523138",08/04/2026,,1,1
392537,633364,V,"73458,726501",16/03/2026,"73458,726501",08/04/2026,,1,1
392540,633365,V,"53202,695421",16/03/2026,"53202,695421",08/04/2026,,1,1
392543,633366,V,"79670,749928",25/11/2025,"79670,749928",09/12/2025,,1,1
392546,633367,V,"17229,617226",16/03/2026,"17229,617226",08/04/2026,,1,1
392549,633368,V,"21417,068788",16/03/2026,"21417,068788",08/04/2026,,1,1
392552,633369,V,"45503,862813",16/03/2026,"45503,862813",08/04/2026,,1,1
392555,633370,V,"32619,396469",16/03/2026,"32619,396469",08/04/2026,,1,1
392558,633371,V,"266866,152628",16/03/2026,"266866,152628",08/04/2026,,1,1
392560,633372,V,"59645,231899",25/11/2025,"59645,231899",09/12/2025,,1,1
392563,633373,V,"23099,207449",16/03/2026,"23099,207449",08/04/2026,,1,1
392566,633374,V,"29255,119146",16/03/2026,"29255,119146",08/04/2026,,1,1
392569,633375,V,"19779,455542",16/03/2026,"19779,455542",08/04/2026,,1,1
392572,633376,V,"21137,420059",16/03/2026,"21137,420059",08/04/2026,,1,1
392575,633377,V,"35306,693357",16/03/2026,"35306,693357",08/04/2026,,1,1
392578,633378,V,"59870,892044",16/03/2026,"59870,892044",08/04/2026,,1,1
392581,633379,V,"28754,056566",16/03/2026,"28754,056566",08/04/2026,,1,1
392584,633380,V,"123954,369575",16/03/2026,"123954,369575",08/04/2026,,1,1
392586,633381,V,"207260,8066",25/11/2025,"207260,8066",09/12/2025,,1,1
392589,633382,V,"103726,303368",16/03/2026,"103726,303368",08/04/2026,,1,1
392592,633383,V,"23199,9868",16/03/2026,"23199,9868",08/04/2026,,1,1
392595,633384,V,"38642,4424",16/03/2026,"38642,4424",08/04/2026,,1,1
392598,633385,V,"66647,8198",16/03/2026,"66647,8198",08/04/2026,,1,1
392601,633386,V,"16216,755011",16/03/2026,"16216,755011",08/04/2026,,1,1
392604,633387,V,"60098,7916",16/03/2026,"60098,7916",08/04/2026,,1,1
392607,633388,V,"175267,848691",16/03/2026,"175267,848691",08/04/2026,,1,1
392610,633389,V,"134869,041234",16/03/2026,"134869,041234",08/04/2026,,1,1
392613,633390,V,"72899,808178",10/03/2026,"72899,808178",16/03/2026,,1,1
392616,633391,V,"68772,411332",16/03/2026,"68772,411332",08/04/2026,,1,1
392619,633392,V,"97578,201817",16/03/2026,"97578,201817",08/04/2026,,1,1
392622,633393,V,"282282,076904",16/03/2026,"282282,076904",08/04/2026,,1,1
392625,633394,V,"103726,303368",16/03/2026,"103726,303368",08/04/2026,,1,1
392628,633395,V,"66579,731758",16/03/2026,"66579,731758",08/04/2026,,1,1
392632,633396,V,"10569,039666",16/03/2026,"10569,039666",08/04/2026,,1,1
392635,633397,V,"39251,196295",16/03/2026,"39251,196295",08/04/2026,,1,1
392638,633398,V,"11367,18504",16/03/2026,"11367,18504",08/04/2026,,1,1
392641,633399,V,"11696,454735",16/03/2026,"11696,454735",08/04/2026,,1,1
392644,633400,V,"17610,570374",16/03/2026,"17610,570374",08/04/2026,,1,1
392647,633401,V,"33257,553654",16/03/2026,"33257,553654",08/04/2026,,1,1
392650,633402,V,"40282,135587",16/03/2026,"40282,135587",08/04/2026,,1,1
392653,633403,V,"70485,411445",16/03/2026,"70485,411445",08/04/2026,,1,1
392656,633404,V,"109854,614161",16/03/2026,"109854,614161",08/04/2026,,1,1
392659,633405,V,"13578,16917",16/03/2026,"13578,16917",08/04/2026,,1,1
392662,633406,V,"35296,987545",16/03/2026,"35296,987545",08/04/2026,,1,1
392665,633407,V,"43142,923876",16/03/2026,"43142,923876",08/04/2026,,1,1
392668,633408,V,"64150,548826",16/03/2026,"64150,548826",08/04/2026,,1,1
392671,633409,V,"76569,742774",16/03/2026,"76569,742774",08/04/2026,,1,1
392674,633410,V,"240775,108283",16/03/2026,"240775,108283",08/04/2026,,1,1
392677,633411,V,"365038,628127",16/03/2026,"365038,628127",08/04/2026,,1,1
392680,633412,V,"49651,88451",16/03/2026,"49651,88451",08/04/2026,,1,1
392683,633413,V,"61438,380793",16/03/2026,"61438,380793",08/04/2026,,1,1
392686,633414,V,"106051,148814",16/03/2026,"106051,148814",08/04/2026,,1,1
392689,633415,V,"146054,869034",16/03/2026,"146054,869034",08/04/2026,,1,1
392692,633416,V,"207309,466134",16/03/2026,"207309,466134",08/04/2026,,1,1
392695,633417,V,"153823,7944",16/03/2026,"153823,7944",08/04/2026,,1,1
392699,633418,V,"162538,978658",16/03/2026,"162538,978658",08/04/2026,,1,1
392702,633419,V,"182509,90149",16/03/2026,"182509,90149",08/04/2026,,1,1
392705,633420,V,"121955,639436",16/03/2026,"121955,639436",08/04/2026,,1,1
392708,633421,V,"60818,664653",16/03/2026,"60818,664653",08/04/2026,,1,1
392711,633422,V,"102436,491854",16/03/2026,"102436,491854",08/04/2026,,1,1
392714,633423,V,"11696,454735",16/03/2026,"11696,454735",08/04/2026,,1,1
392717,633424,V,"14348,507391",16/03/2026,"14348,507391",08/04/2026,,1,1
392720,633425,V,"240775,108283",16/03/2026,"240775,108283",08/04/2026,,1,1
392723,633426,V,"24638,185373",16/03/2026,"24638,185373",08/04/2026,,1,1
392726,633427,V,"38246,872162",16/03/2026,"38246,872162",08/04/2026,,1,1
392729,633428,V,"52191,167755",16/03/2026,"52191,167755",08/04/2026,,1,1
392732,633429,V,"75885,482979",16/03/2026,"75885,482979",08/04/2026,,1,1
392735,633430,V,"73974,651106",16/03/2026,"73974,651106",08/04/2026,,1,1
392738,633431,V,"425835,232191",16/03/2026,"425835,232191",08/04/2026,,1,1
392741,633432,V,"86724,449299",16/03/2026,"86724,449299",08/04/2026,,1,1
392744,633433,V,"89883,691329",16/03/2026,"89883,691329",08/04/2026,,1,1
392748,633434,V,"228580,057947",16/03/2026,"228580,057947",08/04/2026,,1,1
392751,633435,V,"520335,422468",16/03/2026,"520335,422468",08/04/2026,,1,1
392755,633436,V,"266280,7708",16/03/2026,"266280,7708",08/04/2026,,1,1
392759,633437,V,"350051,64011",16/03/2026,"350051,64011",08/04/2026,,1,1
392764,633439,V,"107108,730561",16/03/2026,"107108,730561",08/04/2026,,1,1
392767,633440,V,"75049,494035",16/03/2026,"75049,494035",08/04/2026,,1,1
392770,633441,V,"13661,335853",16/03/2026,"13661,335853",08/04/2026,,1,1
392773,633442,V,"94321,67418",16/03/2026,"94321,67418",08/04/2026,,1,1
392776,633443,V,"129825,536993",16/03/2026,"129825,536993",08/04/2026,,1,1
392778,633444,V,"152165,891347",16/03/2026,"152165,891347",08/04/2026,,1,1
392781,633445,V,"65160,939092",16/03/2026,"65160,939092",08/04/2026,,1,1
392784,633446,V,"89454,209117",16/03/2026,"89454,209117",08/04/2026,,1,1
392787,633447,V,"36627,89711",16/03/2026,"36627,89711",08/04/2026,,1,1
392790,633448,V,"19412,818467",16/03/2026,"19412,818467",08/04/2026,,1,1
392791,633449,V,,,10000,20/11/2025,,,1
392794,633450,V,"26992,75487",16/03/2026,"26992,75487",08/04/2026,,1,1
392797,633451,V,"31578,751365",16/03/2026,"31578,751365",08/04/2026,,1,1
392798,633452,V,"101392,358723",16/03/2026,"101392,358723",08/04/2026,,1,1
392801,633453,V,"28109,833249",16/03/2026,"28109,833249",08/04/2026,,1,1
392804,633454,V,"96660,775038",16/03/2026,"96660,775038",08/04/2026,,1,1
392807,633455,V,"333972,748166",16/03/2026,"333972,748166",08/04/2026,,1,1
392810,633456,V,"91565,82999",16/03/2026,"91565,82999",08/04/2026,,1,1
392813,633457,V,"14659,881994",16/03/2026,"14659,881994",08/04/2026,,1,1
392816,633458,V,"11642,769459",16/03/2026,"11642,769459",08/04/2026,,1,1
392819,633459,V,"12086,567744",16/03/2026,"12086,567744",08/04/2026,,1,1
392822,633460,V,"12176,043205",16/03/2026,"12176,043205",08/04/2026,,1,1
392825,633461,V,"24924,506848",16/03/2026,"24924,506848",08/04/2026,,1,1
392828,633462,V,"291811,911076",16/03/2026,"291811,911076",08/04/2026,,1,1
392831,633463,V,"321983,03643",16/03/2026,"321983,03643",08/04/2026,,1,1
392834,633464,V,"1296299,223275",16/03/2026,"1296299,223275",08/04/2026,,1,1
392835,633465,V,"1638328,119413",16/03/2026,"1638328,119413",08/04/2026,,1,1
392838,633466,V,"104092,394491",16/03/2026,"104092,394491",08/04/2026,,1,1
392841,633467,V,"19269,65773",16/03/2026,"19269,65773",08/04/2026,,1,1
392845,633468,V,"370373,337079",16/03/2026,"370373,337079",08/04/2026,,1,1
392848,633469,V,"92102,682754",16/03/2026,"92102,682754",08/04/2026,,1,1
392849,633470,V,,,10000,20/11/2025,,,1
392852,633471,V,"59094,1",16/03/2026,"59094,1",08/04/2026,,1,1
392855,633472,V,87517,16/03/2026,87517,08/04/2026,,1,1
392858,633473,V,"37130,95",16/03/2026,"37130,95",08/04/2026,,1,1
392861,633474,V,165034,16/03/2026,165034,08/04/2026,,1,1
392864,633475,V,"56510,2",16/03/2026,"56510,2",08/04/2026,,1,1
392867,633476,V,"149530,6",16/03/2026,"149530,6",08/04/2026,,1,1
392870,633477,V,"69429,7",16/03/2026,"69429,7",08/04/2026,,1,1
392873,633478,V,"170201,8",16/03/2026,"170201,8",08/04/2026,,1,1
392876,633479,V,"100436,5",16/03/2026,"100436,5",08/04/2026,,1,1
392879,633480,V,"28087,3",16/03/2026,"28087,3",08/04/2026,,1,1
392882,633481,V,"33255,1",16/03/2026,"33255,1",08/04/2026,,1,1
392885,633482,V,"20335,6",16/03/2026,"20335,6",08/04/2026,,1,1
392888,633483,V,"14625,181",16/03/2026,"14625,181",08/04/2026,,1,1
392891,633484,V,"16640,623",16/03/2026,"16640,623",08/04/2026,,1,1
392894,633485,V,"17751,7",16/03/2026,"17751,7",08/04/2026,,1,1
392897,633486,V,"28087,3",16/03/2026,"28087,3",08/04/2026,,1,1
392900,633487,V,"17751,7",16/03/2026,"17751,7",08/04/2026,,1,1
392903,633488,V,"28087,3",16/03/2026,"28087,3",08/04/2026,,1,1
392906,633490,V,87517,16/03/2026,87517,08/04/2026,,1,1
392909,633491,V,"229631,5",16/03/2026,"229631,5",08/04/2026,,1,1
392912,633492,V,"325235,8",16/03/2026,"325235,8",08/04/2026,,1,1
392915,633493,V,"38422,9",16/03/2026,"38422,9",08/04/2026,,1,1
392918,633494,V,"11524,501",16/03/2026,"11524,501",08/04/2026,,1,1
392921,633495,V,"12196,315",16/03/2026,"12196,315",08/04/2026,,1,1
392924,633496,V,"11395,306",16/03/2026,"11395,306",08/04/2026,,1,1
392927,633497,V,"13023,163",16/03/2026,"13023,163",08/04/2026,,1,1
392930,633498,V,"14495,986",16/03/2026,"14495,986",08/04/2026,,1,1
392933,633499,V,"23823,865",16/03/2026,"23823,865",08/04/2026,,1,1
392936,633500,V,"14651,02",16/03/2026,"14651,02",08/04/2026,,1,1
392942,633029,V,0,20/11/2025,"462393,77",08/04/2026,,0,0
395050,620901,V,0,,0,01/12/2025,,,
395063,631019,V,0,,0,01/12/2025,,,
402461,633505,V,"116177,182922",16/03/2026,"116177,182922",08/04/2026,,1,1
402474,633506,V,"116323,024246",16/03/2026,"116323,024246",08/04/2026,,1,1
402487,633507,V,"270230,874972",16/03/2026,"270230,874972",08/04/2026,,1,1
402500,633508,V,"152107,049858",16/03/2026,"152107,049858",08/04/2026,,1,1
402523,26970,V,0,,0,29/12/2025,,,
402536,26971,V,0,,0,29/12/2025,,,
402549,26972,V,0,,0,29/12/2025,,,
410518,99970,V,0,,0,06/01/2026,,,
410531,99971,V,0,,0,06/01/2026,,,
410544,19999,V,0,,0,06/01/2026,,,
410557,05999,V,0,,0,06/01/2026,,,
410570,26973,V,0,,0,07/01/2026,,,
411668,620005,V,"323351,047029",16/03/2026,"323351,047029",08/04/2026,,1,1
411674,620009,V,"152061,540742",16/03/2026,"152061,540742",08/04/2026,,1,1
411683,620015,V,"372819,581225",16/03/2026,"372819,581225",08/04/2026,,1,1
411691,620018,V,"386489,509581",16/03/2026,"386489,509581",08/04/2026,,1,1
411696,620019,V,"386489,509581",16/03/2026,"386489,509581",08/04/2026,,1,1
411701,620020,V,"464128,675304",16/03/2026,"464128,675304",08/04/2026,,1,1
411709,620051,V,"473539,157844",16/03/2026,"473539,157844",08/04/2026,,1,1
411715,620061,V,"135672,728738",16/03/2026,"135672,728738",08/04/2026,,1,1
411722,620065,V,"287250,352628",16/03/2026,"287250,352628",08/04/2026,,1,1
411744,620148,V,"1643923,84181",16/03/2026,"1643923,84181",08/04/2026,,1,1
411750,620151,V,"232041,962573",16/03/2026,"232041,962573",08/04/2026,,1,1
411756,620164,V,"548413,981811",16/03/2026,"548413,981811",08/04/2026,,1,1
411762,620166,V,"542220,978678",16/03/2026,"542220,978678",08/04/2026,,1,1
411768,620174,V,"258324,475643",16/03/2026,"258324,475643",08/04/2026,,1,1
411773,620193,V,"191862,933076",16/03/2026,"191862,933076",08/04/2026,,1,1
411778,620198,V,"496453,142415",16/03/2026,"496453,142415",08/04/2026,,1,1
411783,620199,V,"2951923,00497",16/03/2026,"2951923,00497",08/04/2026,,1,1
411796,620234,V,"616159,436846",16/03/2026,"616159,436846",08/04/2026,,1,1
411807,620271,V,"317535,661814",16/03/2026,"317535,661814",08/04/2026,,1,1
411813,620275,V,"296086,710052",16/03/2026,"296086,710052",08/04/2026,,1,1
411823,620290,V,"93907,68859",16/03/2026,"93907,68859",08/04/2026,,1,1
411832,620294,V,"123966,42895",16/03/2026,"123966,42895",08/04/2026,,1,1
411840,620296,V,"144962,233437",16/03/2026,"144962,233437",08/04/2026,,1,1
411851,620316,V,"120265,731017",16/03/2026,"120265,731017",08/04/2026,,1,1
411927,621056,V,"349598,706317",16/03/2026,"349598,706317",08/04/2026,,1,1
411936,621083,V,"541436,681987",16/03/2026,"541436,681987",08/04/2026,,1,1
411941,621099,V,"201837,97567",16/03/2026,"201837,97567",08/04/2026,,1,1
411946,621100,V,"219406,129174",16/03/2026,"219406,129174",08/04/2026,,1,1
411952,621156,V,"283705,351599",16/03/2026,"283705,351599",08/04/2026,,1,1
411957,621161,V,"468262,177912",16/03/2026,"468262,177912",08/04/2026,,1,1
411972,621252,V,"427114,85625",16/03/2026,"427114,85625",08/04/2026,,1,1
411994,621751,V,"121369,552782",16/03/2026,"121369,552782",08/04/2026,,1,1
412021,621805,V,"693884,043962",16/03/2026,"693884,043962",08/04/2026,,1,1
412027,621806,V,"45758,65447",16/03/2026,"45758,65447",08/04/2026,,1,1
412033,621807,V,"75828,410423",16/03/2026,"75828,410423",08/04/2026,,1,1
412041,621833,V,"277295,856601",16/03/2026,"277295,856601",08/04/2026,,1,1
412050,621850,V,"128539,904775",16/03/2026,"128539,904775",08/04/2026,,1,1
412055,621852,V,"84109,79066",16/03/2026,"84109,79066",08/04/2026,,1,1
412060,621853,V,"43881,311536",16/03/2026,"43881,311536",08/04/2026,,1,1
412136,621999,V,"687805,07427",16/03/2026,"687805,07427",08/04/2026,,1,1
412152,625102,V,"265365,680482",16/03/2026,"265365,680482",08/04/2026,,1,1
412159,625253,V,"296502,09746",16/03/2026,"296502,09746",08/04/2026,,1,1
412165,625292,V,"248064,39609",16/03/2026,"248064,39609",08/04/2026,,1,1
412185,631022,V,"389434,962056",16/03/2026,"389434,962056",08/04/2026,,1,1
412193,631070,V,"241180,418181",16/03/2026,"241180,418181",08/04/2026,,1,1
412198,631080,V,"297370,632142",16/03/2026,"297370,632142",08/04/2026,,1,1
412203,631090,V,"381882,517098",16/03/2026,"381882,517098",08/04/2026,,1,1
412208,631100,V,"64075,526679",16/03/2026,"64075,526679",08/04/2026,,1,1
412213,631200,V,"677485,310298",16/03/2026,"677485,310298",08/04/2026,,1,1
412218,631211,V,"572279,719038",16/03/2026,"572279,719038",08/04/2026,,1,1
412223,631222,V,"548942,658443",16/03/2026,"548942,658443",08/04/2026,,1,1
412228,631224,V,"457482,515273",16/03/2026,"457482,515273",08/04/2026,,1,1
416167,633030,V,0,,0,14/01/2026,,,
416180,633031,V,0,,0,14/01/2026,,,
416193,633177,V,0,,0,14/01/2026,,,
416204,633509,V,0,,0,14/01/2026,,,
416217,633510,V,0,,0,14/01/2026,,,
416230,633511,V,0,,0,14/01/2026,,,
416247,633512,V,0,15/01/2026,"50209,36",02/02/2026,,0,1
416260,633513,V,0,,0,15/01/2026,,,
417420,620111,V,"690537,416403",16/03/2026,"690537,416403",08/04/2026,,1,1
417424,620112,V,"1212013,23018",16/03/2026,"1212013,23018",08/04/2026,,1,1
417429,620117,V,"1915456,361248",16/03/2026,"1915456,361248",08/04/2026,,1,1
417434,620118,V,"1971981,914464",16/03/2026,"1971981,914464",08/04/2026,,1,1
417479,620250,V,"3129757,747361",16/03/2026,"3129757,747361",08/04/2026,,1,1
417503,620292,V,"90625,210589",16/03/2026,"90625,210589",08/04/2026,,1,1
417511,620295,V,"112263,496923",16/03/2026,"112263,496923",08/04/2026,,1,1
417520,620300,V,"138632,984615",16/03/2026,"138632,984615",08/04/2026,,1,1
417851,631248,V,"326011,933706",16/03/2026,"326011,933706",08/04/2026,,1,1
419075,633514,V,0,,0,05/02/2026,,,
419088,633489,V,0,,0,08/02/2026,,,
419102,633515,V,0,,0,09/02/2026,,,
419115,633516,V,0,,0,09/02/2026,,,
419128,633517,V,0,,0,09/02/2026,,,
419141,633518,V,0,,0,10/02/2026,,,
419155,633519,V,0,,0,10/02/2026,,,
419169,633520,V,0,,0,10/02/2026,,,
419183,633521,V,0,,0,10/02/2026,,,
419197,633522,V,0,,0,10/02/2026,,,
419211,633523,V,0,,0,10/02/2026,,,
419225,633524,V,0,,0,10/02/2026,,,
419239,633525,V,0,,0,10/02/2026,,,
419253,633526,V,0,,0,10/02/2026,,,
419267,633527,V,0,,0,10/02/2026,,,
419281,633528,V,0,,0,10/02/2026,,,
419295,633529,V,0,,0,10/02/2026,,,
419309,633530,V,0,,0,10/02/2026,,,
419323,633531,V,0,,0,10/02/2026,,,
419343,633532,V,0,,0,17/02/2026,,,
419357,633533,V,0,,0,17/02/2026,,,
419377,633534,V,0,,0,22/02/2026,,,
419391,633535,V,0,,0,25/02/2026,,,
419405,633536,V,0,,0,25/02/2026,,,
419419,633537,V,0,,0,25/02/2026,,,
419433,633538,V,0,,0,25/02/2026,,,
419447,633539,V,0,,0,25/02/2026,,,
419461,633540,V,0,,0,25/02/2026,,,
419475,633541,V,0,,0,25/02/2026,,,
419489,633542,V,0,,0,25/02/2026,,,
419503,633543,V,0,,0,25/02/2026,,,
419517,633544,V,0,,0,25/02/2026,,,
419531,633545,V,0,,0,25/02/2026,,,
419545,633546,V,0,,0,25/02/2026,,,
419559,633547,V,0,02/03/2026,2,02/03/2026,,0,0
430689,640024,V,0,,0,17/03/2026,,,
431493,220200,O,,,"103305,785124",08/04/2026,,,1
431494,220400,O,,,"23884,297521",08/04/2026,,,1
431495,220800,O,,,"19833,884298",08/04/2026,,,1
431496,221201,O,,,"39819,004525",08/04/2026,,,1
431497,221202,O,,,"36651,58371",08/04/2026,,,1
431498,221203,O,,,"21628,959276",08/04/2026,,,1
431499,221600,O,,,"25206,61157",08/04/2026,,,1
431500,221701,O,,,"162809,917355",08/04/2026,,,1
431501,221702,O,,,"44545,454545",08/04/2026,,,1
431805,620005,O,,,"258927,272727",08/04/2026,,,1
431806,620005,P,,,"250330,603888",08/04/2026,,,1
431810,620009,O,,,"123566,115702",08/04/2026,,,1
431811,620009,P,,,"116330,5816",08/04/2026,,,1
431817,620015,O,,,"315583,471074",08/04/2026,,,1
431818,620015,P,,,"264927,2104",08/04/2026,,,1
431822,620018,O,,,"327474,380165",08/04/2026,,,1
431823,620018,P,,,"320121,04",08/04/2026,,,1
431825,620019,O,,,"327474,380165",08/04/2026,,,1
431826,620019,P,,,"320121,04",08/04/2026,,,1
431829,620020,O,,,"395004,958678",08/04/2026,,,1
431830,620020,P,,,"342354,5968",08/04/2026,,,1
431836,620051,O,,,"416196,77472",08/04/2026,,,1
431837,620051,P,,,"365515,001872",08/04/2026,,,1
431840,620061,O,,,"106436,363636",08/04/2026,,,1
431841,620061,P,,,"101346,3988",08/04/2026,,,1
431845,620065,O,,,"241154,545455",08/04/2026,,,1
431846,620065,P,,,"204058,208289",08/04/2026,,,1
431851,620111,O,,,"542081,447964",08/04/2026,,,1
431852,620111,P,,,492220,08/04/2026,,,1
431854,620112,O,,,"876923,07534",08/04/2026,,,1
431855,620112,P,,,706540,08/04/2026,,,1
431857,620117,O,,,"1447963,800905",08/04/2026,,,1
431858,620117,P,,,"1499592,114325",08/04/2026,,,1
431860,620118,O,,,"1719457,013575",08/04/2026,,,1
431861,620118,P,,,"1543781,013132",08/04/2026,,,1
431866,620148,O,,,"1467047,22048",08/04/2026,,,1
431867,620148,P,,,"1232966,7148",08/04/2026,,,1
431870,620151,O,,,"193305,785124",08/04/2026,,,1
431871,620151,P,,,"164894,186248",08/04/2026,,,1
431874,620164,O,,,"468317,43648",08/04/2026,,,1
431875,620164,P,,,"444681,273592",08/04/2026,,,1
431878,620166,O,,,"462930,578512",08/04/2026,,,1
431879,620166,P,,,"430490,482",08/04/2026,,,1
431883,620174,O,,,"144925,619904",08/04/2026,,,1
431884,620174,P,,,"218661,952",08/04/2026,,,1
431886,620193,O,,,"158189,256198",08/04/2026,,,1
431887,620193,P,,,"150518,945292",08/04/2026,,,1
431890,620198,O,,,"290082,644628",08/04/2026,,,1
431891,620198,P,,,"346094,4808",08/04/2026,,,1
431893,620199,O,,,"2412239,879413",08/04/2026,,,1
431894,620199,P,,,"2073969,1108",08/04/2026,,,1
431904,620234,O,,,"544250,413223",08/04/2026,,,1
431905,620234,P,,,"435264,46",08/04/2026,,,1
431907,620250,O,,,"2558101,290891",08/04/2026,,,1
431908,620250,P,,,"2276057,90612",08/04/2026,,,1
431913,620271,O,,,"216656,198347",08/04/2026,,,1
431914,620271,P,,,"190886,08",08/04/2026,,,1
431917,620275,O,,,"256867,768595",08/04/2026,,,1
431918,620275,P,,,"226960,4224",08/04/2026,,,1
431925,620290,O,,,"66033,057851",08/04/2026,,,1
431926,620290,P,,,"78260,066053",08/04/2026,,,1
431929,620292,O,,,"98512,396694",08/04/2026,,,1
431930,620292,P,,,"73028,826245",08/04/2026,,,1
431932,620294,O,,,"111673,553719",08/04/2026,,,1
431933,620294,P,,,"97833,888808",08/04/2026,,,1
431935,620295,O,,,"102326,446281",08/04/2026,,,1
431936,620295,P,,,"89944,5748",08/04/2026,,,1
431938,620296,O,,,"117391,39272",08/04/2026,,,1
431939,620296,P,,,"122241,5272",08/04/2026,,,1
431942,620300,O,,,"108565,37568",08/04/2026,,,1
431943,620300,P,,,"110558,944",08/04/2026,,,1
431947,620316,O,,,"95909,917355",08/04/2026,,,1
431948,620316,P,,,"101702,17",08/04/2026,,,1
432021,621056,O,,,"223966,942149",08/04/2026,,,1
432022,621056,P,,,"250063,0468",08/04/2026,,,1
432028,621083,O,,,"447337,190083",08/04/2026,,,1
432029,621083,P,,,"424079,52784",08/04/2026,,,1
432031,621099,O,,,"181933,884298",08/04/2026,,,1
432032,621099,P,,,"155241,034686",08/04/2026,,,1
432034,621100,O,,,"198595,041322",08/04/2026,,,1
432035,621100,P,,,"168588,357421",08/04/2026,,,1
432038,621156,O,,,"208554,751131",08/04/2026,,,1
432039,621156,P,,,"161283,13",08/04/2026,,,1
432041,621161,O,,,"372820,661157",08/04/2026,,,1
432042,621161,P,,,"389667,88",08/04/2026,,,1
432054,621252,O,,,"354471,493213",08/04/2026,,,1
432055,621252,P,,,"334948,7692",08/04/2026,,,1
432074,621751,O,,,"95462,809917",08/04/2026,,,1
432075,621751,P,,,"84914,4844",08/04/2026,,,1
432099,621805,O,,,"535368,595041",08/04/2026,,,1
432100,621805,P,,,"482244,4756",08/04/2026,,,1
432103,621806,O,,,"35317,176928",08/04/2026,,,1
432104,621806,P,,,"40222,3348",08/04/2026,,,1
432107,621807,O,,,"66970,661157",08/04/2026,,,1
432108,621807,P,,,"65285,9872",08/04/2026,,,1
432113,621833,O,,,"258506,631142",08/04/2026,,,1
432114,621833,P,,,154666,08/04/2026,,,1
432120,621850,O,,,"114642,07425",08/04/2026,,,1
432121,621850,P,,,"96960,34",08/04/2026,,,1
432123,621852,O,,,"71672,911663",08/04/2026,,,1
432124,621852,P,,,"67564,2088",08/04/2026,,,1
432126,621853,O,,,"32767,225857",08/04/2026,,,1
432127,621853,P,,,"36317,4244",08/04/2026,,,1
432200,621999,O,,,"520661,157025",08/04/2026,,,1
432201,621999,P,,,"502622,192656",08/04/2026,,,1
432214,625102,O,,,"180103,305785",08/04/2026,,,1
432215,625102,P,,,"211787,638",08/04/2026,,,1
432219,625253,O,,,"242949,586777",08/04/2026,,,1
432220,625253,P,,,"223248,4",08/04/2026,,,1
432223,625292,O,,,"171818,181818",08/04/2026,,,1
432224,625292,P,,,"190229,551401",08/04/2026,,,1
432243,631022,O,,,"321084,297521",08/04/2026,,,1
432244,631022,P,,,"316357,182808",08/04/2026,,,1
432249,631070,O,,,"211461,325272",08/04/2026,,,1
432250,631070,P,,,"194620,606",08/04/2026,,,1
432252,631080,O,,,"270743,801653",08/04/2026,,,1
432253,631080,P,,,"218867,937239",08/04/2026,,,1
432255,631090,O,,,"323466,83586",08/04/2026,,,1
432256,631090,P,,,"280291,777075",08/04/2026,,,1
