"ORDESTOK,N,6,0","GRARARTI,C,10","CODIDEPO,C,2","ANTESTOK,N,12,2","ACTUSTOK,N,12,2","MINISTOK,N,12,2","MAXISTOK,N,12,2","PEDISTOK,N,12,2","INGRSTOK,N,12,2","EGRESTOK,N,12,2","AUXISTOK,N,8,2","UBICSTOK,C,5","CAPESTOK,N,12,2","CODIARTI,C,10","UBICSTO1,C,5","CODIPAPE,C,2","CODITIDE,C,1","VEPRSTOK,N,12,2","STOCKP,N,12,2"
13152,03288,98,0,0,0,0,0,0,0,0,,0,,,,,,
13153,03289,01,0,0,0,0,0,0,0,0,,0,,,,,,
13154,03289,98,0,0,0,0,0,0,0,0,,0,,,,,,
13155,03290,01,0,0,0,0,0,0,0,0,,0,,,,,,
13156,03290,98,0,0,0,0,0,0,0,0,,0,,,,,,
13157,03291,01,0,0,0,0,0,0,0,0,,0,,,,,,
13158,03291,98,0,0,0,0,0,0,0,0,,0,,,,,,
13159,03292,01,0,0,0,0,0,0,0,0,,0,,,,,,
13160,03292,98,0,0,0,0,0,0,0,0,,0,,,,,,
13161,03293,01,0,0,0,0,0,0,0,0,,0,,,,,,
13162,03293,98,0,0,0,0,0,0,0,0,,0,,,,,,
13163,03294,01,0,0,0,0,0,0,0,0,,0,,,,,,
13164,03294,98,0,0,0,0,0,0,0,0,,0,,,,,,
13165,03295,01,0,0,0,0,0,0,0,0,,0,,,,,,
13166,03295,98,0,0,0,0,0,0,0,0,,0,,,,,,
13167,03296,01,0,0,0,0,0,0,0,0,,0,,,,,,
13168,03296,98,0,0,0,0,0,0,0,0,,0,,,,,,
13169,03297,01,0,0,0,0,0,0,0,0,,0,,,,,,
13170,03297,98,0,0,0,0,0,0,0,0,,0,,,,,,
13171,03298,01,0,0,0,0,0,0,0,0,,0,,,,,,
13172,03298,98,0,0,0,0,0,0,0,0,,0,,,,,,
13173,03299,01,0,0,0,0,0,0,0,0,,0,,,,,,
13174,03299,98,0,0,0,0,0,0,0,0,,0,,,,,,
13175,03300,01,0,0,0,0,0,0,0,0,,0,,,,,,
13176,03300,98,0,0,0,0,0,0,0,0,,0,,,,,,
13177,03301,01,0,0,0,0,0,0,0,0,,0,,,,,,
13178,03301,98,0,0,0,0,0,0,0,0,,0,,,,,,
13179,03302,01,0,0,0,0,0,0,0,0,,0,,,,,,
13180,03302,98,0,0,0,0,0,0,0,0,,0,,,,,,
13181,03303,01,0,0,0,0,0,0,0,0,,0,,,,,,
13182,03303,98,0,0,0,0,0,0,0,0,,0,,,,,,
13183,03304,01,0,0,0,0,0,0,0,0,,0,,,,,,
13184,03304,98,0,0,0,0,0,0,0,0,,0,,,,,,
13185,03305,01,0,0,0,0,0,0,0,0,,0,,,,,,
13186,03305,98,0,0,0,0,0,0,0,0,,0,,,,,,
13187,03306,01,0,0,0,0,0,0,0,0,,0,,,,,,
13188,03306,98,0,0,0,0,0,0,0,0,,0,,,,,,
13189,03307,01,0,0,0,0,0,0,0,0,,0,,,,,,
13190,03307,98,0,0,0,0,0,0,0,0,,0,,,,,,
13191,03308,01,0,0,0,0,0,0,0,0,,0,,,,,,
13192,03308,98,0,0,0,0,0,0,0,0,,0,,,,,,
13193,03309,01,0,0,0,0,0,0,0,0,,0,,,,,,
13194,03309,98,0,0,0,0,0,0,0,0,,0,,,,,,
13195,03310,01,0,0,0,0,0,0,0,0,,0,,,,,,
13196,03310,98,0,0,0,0,0,0,0,0,,0,,,,,,
13197,03311,01,0,0,0,0,0,0,0,0,,0,,,,,,
13198,03311,98,0,0,0,0,0,0,0,0,,0,,,,,,
13199,03312,01,0,0,0,0,0,0,0,0,,0,,,,,,
13200,03312,98,0,0,0,0,0,0,0,0,,0,,,,,,
13201,03313,01,0,0,0,0,0,0,0,0,,0,,,,,,
13202,03313,98,0,0,0,0,0,0,0,0,,0,,,,,,
13203,03314,01,0,0,0,0,0,0,0,0,,0,,,,,,
13204,03314,98,0,0,0,0,0,0,0,0,,0,,,,,,
13205,03315,01,0,0,0,0,0,0,0,0,,0,,,,,,
13206,03315,98,0,0,0,0,0,0,0,0,,0,,,,,,
13207,03316,01,0,0,0,0,0,0,0,0,,0,,,,,,
13208,03316,98,0,0,0,0,0,0,0,0,,0,,,,,,
13209,03317,01,0,0,0,0,0,0,0,0,,0,,,,,,
13210,03317,98,0,0,0,0,0,0,0,0,,0,,,,,,
13211,03318,01,0,0,0,0,0,0,0,0,,0,,,,,,
13212,03318,98,0,0,0,0,0,0,0,0,,0,,,,,,
13213,03319,01,0,0,0,0,0,0,0,0,,0,,,,,,
13214,03319,98,0,0,0,0,0,0,0,0,,0,,,,,,
13215,03320,01,0,0,0,0,0,0,0,0,,0,,,,,,
13216,03320,98,0,0,0,0,0,0,0,0,,0,,,,,,
13217,03321,01,0,0,0,0,0,0,0,0,,0,,,,,,
13218,03321,98,0,0,0,0,0,0,0,0,,0,,,,,,
13219,03322,01,0,0,0,0,0,0,0,0,,0,,,,,,
13220,03322,98,0,0,0,0,0,0,0,0,,0,,,,,,
13221,03323,01,0,0,0,0,0,0,0,0,,0,,,,,,
13222,03323,98,0,0,0,0,0,0,0,0,,0,,,,,,
13223,03324,01,0,0,0,0,0,0,0,0,,0,,,,,,
13224,03324,98,0,0,0,0,0,0,0,0,,0,,,,,,
13225,03325,01,0,0,0,0,0,0,0,0,,0,,,,,,
13226,03325,98,0,0,0,0,0,0,0,0,,0,,,,,,
13227,03326,01,0,0,0,0,0,0,0,0,,0,,,,,,
13228,03326,98,0,0,0,0,0,0,0,0,,0,,,,,,
13229,03327,01,0,0,0,0,0,0,0,0,,0,,,,,,
13230,03327,98,0,0,0,0,0,0,0,0,,0,,,,,,
13231,03328,01,0,0,0,0,0,0,0,0,,0,,,,,,
13232,03328,98,0,0,0,0,0,0,0,0,,0,,,,,,
13233,03329,01,0,0,0,0,0,0,0,0,,0,,,,,,
13234,03329,98,0,0,0,0,0,0,0,0,,0,,,,,,
13235,03330,01,0,0,0,0,0,0,0,0,,0,,,,,,
13236,03330,98,0,0,0,0,0,0,0,0,,0,,,,,,
13237,03331,01,0,0,0,0,0,0,0,0,,0,,,,,,
13238,03331,98,0,0,0,0,0,0,0,0,,0,,,,,,
13239,03332,01,0,0,0,0,0,0,0,0,,0,,,,,,
13240,03332,98,0,0,0,0,0,0,0,0,,0,,,,,,
13241,03333,01,0,0,0,0,0,0,0,0,,0,,,,,,
13242,03333,98,0,0,0,0,0,0,0,0,,0,,,,,,
13243,03334,01,0,0,0,0,0,0,0,0,,0,,,,,,
13244,03334,98,0,0,0,0,0,0,0,0,,0,,,,,,
13245,03335,01,0,0,0,0,0,0,0,0,,0,,,,,,
13246,03335,98,0,0,0,0,0,0,0,0,,0,,,,,,
13247,03336,01,0,0,0,0,0,0,0,0,,0,,,,,,
13248,03336,98,0,0,0,0,0,0,0,0,,0,,,,,,
13249,03337,01,0,0,0,0,0,0,0,0,,0,,,,,,
13250,03337,98,0,0,0,0,0,0,0,0,,0,,,,,,
13251,03338,01,0,0,0,0,0,0,0,0,,0,,,,,,
13252,03338,98,0,0,0,0,0,0,0,0,,0,,,,,,
13253,03339,01,0,0,0,0,0,0,0,0,,0,,,,,,
13254,03339,98,0,0,0,0,0,0,0,0,,0,,,,,,
13255,03340,01,0,0,0,0,0,0,0,0,,0,,,,,,
13256,03340,98,0,0,0,0,0,0,0,0,,0,,,,,,
13257,03341,01,0,0,0,0,0,0,0,0,,0,,,,,,
13258,03341,98,0,0,0,0,0,0,0,0,,0,,,,,,
13259,03342,01,0,0,0,0,0,0,0,0,,0,,,,,,
13260,03342,98,0,0,0,0,0,0,0,0,,0,,,,,,
13261,03343,01,0,0,0,0,0,0,0,0,,0,,,,,,
13262,03343,98,0,0,0,0,0,0,0,0,,0,,,,,,
13263,03344,01,0,0,0,0,0,0,0,0,,0,,,,,,
13264,03344,98,0,0,0,0,0,0,0,0,,0,,,,,,
13265,03345,01,0,0,0,0,0,0,0,0,,0,,,,,,
13266,03345,98,0,0,0,0,0,0,0,0,,0,,,,,,
13267,03346,01,0,0,0,0,0,0,0,0,,0,,,,,,
13268,03346,98,0,0,0,0,0,0,0,0,,0,,,,,,
13269,03347,01,0,0,0,0,0,0,0,0,,0,,,,,,
13270,03347,98,0,0,0,0,0,0,0,0,,0,,,,,,
13271,03348,01,0,0,0,0,0,0,0,0,,0,,,,,,
13272,03348,98,0,0,0,0,0,0,0,0,,0,,,,,,
13273,03349,01,0,0,0,0,0,0,0,0,,0,,,,,,
13274,03349,98,0,0,0,0,0,0,0,0,,0,,,,,,
13275,03350,01,0,0,0,0,0,0,0,0,,0,,,,,,
13276,03350,98,0,0,0,0,0,0,0,0,,0,,,,,,
13277,03351,01,0,0,0,0,0,0,0,0,,0,,,,,,
13278,03351,98,0,0,0,0,0,0,0,0,,0,,,,,,
13279,03352,01,0,0,0,0,0,0,0,0,,0,,,,,,
13280,03352,98,0,0,0,0,0,0,0,0,,0,,,,,,
13281,03353,01,0,0,0,0,0,0,0,0,,0,,,,,,
13282,03353,98,0,0,0,0,0,0,0,0,,0,,,,,,
13283,03354,01,0,0,0,0,0,0,0,0,,0,,,,,,
13284,03354,98,0,0,0,0,0,0,0,0,,0,,,,,,
13285,03355,01,0,0,0,0,0,0,0,0,,0,,,,,,
13286,03355,98,0,0,0,0,0,0,0,0,,0,,,,,,
13287,03356,01,0,0,0,0,0,0,0,0,,0,,,,,,
13288,03356,98,0,0,0,0,0,0,0,0,,0,,,,,,
13289,03357,01,0,0,0,0,0,0,0,0,,0,,,,,,
13290,03357,98,0,0,0,0,0,0,0,0,,0,,,,,,
13291,03358,01,0,0,0,0,0,0,0,0,,0,,,,,,
13292,03358,98,0,0,0,0,0,0,0,0,,0,,,,,,
13293,03359,01,0,0,0,0,0,0,0,0,,0,,,,,,
13294,03359,98,0,0,0,0,0,0,0,0,,0,,,,,,
13295,03360,01,0,0,0,0,0,0,0,0,,0,,,,,,
13296,03360,98,0,0,0,0,0,0,0,0,,0,,,,,,
13297,03361,01,0,0,0,0,0,0,0,0,,0,,,,,,
13298,03361,98,0,0,0,0,0,0,0,0,,0,,,,,,
13299,03362,01,0,0,0,0,0,0,0,0,,0,,,,,,
13300,03362,98,0,0,0,0,0,0,0,0,,0,,,,,,
13301,03363,01,0,0,0,0,0,0,0,0,,0,,,,,,
13302,03363,98,0,0,0,0,0,0,0,0,,0,,,,,,
13303,03364,01,0,0,0,0,0,0,0,0,,0,,,,,,
13304,03364,98,0,0,0,0,0,0,0,0,,0,,,,,,
13305,03365,01,0,0,0,0,0,0,0,0,,0,,,,,,
13306,03365,98,0,0,0,0,0,0,0,0,,0,,,,,,
13307,03366,01,0,0,0,0,0,0,0,0,,0,,,,,,
13308,03366,98,0,0,0,0,0,0,0,0,,0,,,,,,
13309,03367,01,0,0,0,0,0,0,0,0,,0,,,,,,
13310,03367,98,0,0,0,0,0,0,0,0,,0,,,,,,
13311,03368,01,0,0,0,0,0,0,0,0,,0,,,,,,
13312,03368,98,0,0,0,0,0,0,0,0,,0,,,,,,
13313,03369,01,0,0,0,0,0,0,0,0,,0,,,,,,
13314,03369,98,0,0,0,0,0,0,0,0,,0,,,,,,
13315,03370,01,0,0,0,0,0,0,0,0,,0,,,,,,
13316,03370,98,0,0,0,0,0,0,0,0,,0,,,,,,
13317,03371,01,0,0,0,0,0,0,0,0,,0,,,,,,
13318,03371,98,0,0,0,0,0,0,0,0,,0,,,,,,
13319,03372,01,0,0,0,0,0,0,0,0,,0,,,,,,
13320,03372,98,0,0,0,0,0,0,0,0,,0,,,,,,
13321,03373,01,0,0,0,0,0,0,0,0,,0,,,,,,
13322,03373,98,0,0,0,0,0,0,0,0,,0,,,,,,
13323,03374,01,0,0,0,0,0,0,0,0,,0,,,,,,
13324,03374,98,0,0,0,0,0,0,0,0,,0,,,,,,
13325,03375,01,0,0,0,0,0,0,0,0,,0,,,,,,
13326,03375,98,0,0,0,0,0,0,0,0,,0,,,,,,
13327,03376,01,0,0,0,0,0,0,0,0,,0,,,,,,
13328,03376,98,0,0,0,0,0,0,0,0,,0,,,,,,
13329,03377,01,0,0,0,0,0,0,0,0,,0,,,,,,
13330,03377,98,0,0,0,0,0,0,0,0,,0,,,,,,
13331,03378,01,0,0,0,0,0,0,0,0,,0,,,,,,
13332,03378,98,0,0,0,0,0,0,0,0,,0,,,,,,
13333,03379,01,0,0,0,0,0,0,0,0,,0,,,,,,
13334,03379,98,0,0,0,0,0,0,0,0,,0,,,,,,
13335,03380,01,0,0,0,0,0,0,0,0,,0,,,,,,
13336,03380,98,0,0,0,0,0,0,0,0,,0,,,,,,
13337,03381,01,0,0,0,0,0,0,0,0,,0,,,,,,
13338,03381,98,0,0,0,0,0,0,0,0,,0,,,,,,
13339,03382,01,0,0,0,0,0,0,0,0,,0,,,,,,
13340,03382,98,0,0,0,0,0,0,0,0,,0,,,,,,
13341,03383,01,0,0,0,0,0,0,0,0,,0,,,,,,
13342,03383,98,0,0,0,0,0,0,0,0,,0,,,,,,
13343,03384,01,0,0,0,0,0,0,0,0,,0,,,,,,
13344,03384,98,0,0,0,0,0,0,0,0,,0,,,,,,
13345,03385,01,0,0,0,0,0,0,0,0,,0,,,,,,
13346,03385,98,0,0,0,0,0,0,0,0,,0,,,,,,
13347,03386,01,0,0,0,0,0,0,0,0,,0,,,,,,
13348,03386,98,0,0,0,0,0,0,0,0,,0,,,,,,
13349,03387,01,0,0,0,0,0,0,0,0,,0,,,,,,
13350,03387,98,0,0,0,0,0,0,0,0,,0,,,,,,
13351,03388,01,0,0,0,0,0,0,0,0,,0,,,,,,
13352,03388,98,0,0,0,0,0,0,0,0,,0,,,,,,
13353,03389,01,0,0,0,0,0,0,0,0,,0,,,,,,
13354,03389,98,0,0,0,0,0,0,0,0,,0,,,,,,
13355,03390,01,0,0,0,0,0,0,0,0,,0,,,,,,
13356,03390,98,0,0,0,0,0,0,0,0,,0,,,,,,
13357,03391,01,0,0,0,0,0,0,0,0,,0,,,,,,
13358,03391,98,0,0,0,0,0,0,0,0,,0,,,,,,
13359,03392,01,0,0,0,0,0,0,0,0,,0,,,,,,
13360,03392,98,0,0,0,0,0,0,0,0,,0,,,,,,
13361,03393,01,0,0,0,0,0,0,0,0,,0,,,,,,
13362,03393,98,0,0,0,0,0,0,0,0,,0,,,,,,
13363,03394,01,0,0,0,0,0,0,0,0,,0,,,,,,
13364,03394,98,0,0,0,0,0,0,0,0,,0,,,,,,
13365,03395,01,0,0,0,0,0,0,0,0,,0,,,,,,
13366,03395,98,0,0,0,0,0,0,0,0,,0,,,,,,
13367,03396,01,0,0,0,0,0,0,0,0,,0,,,,,,
13368,03396,98,0,0,0,0,0,0,0,0,,0,,,,,,
13369,03397,01,0,0,0,0,0,0,0,0,,0,,,,,,
13370,03397,98,0,0,0,0,0,0,0,0,,0,,,,,,
13371,03398,01,0,0,0,0,0,0,0,0,,0,,,,,,
13372,03398,98,0,0,0,0,0,0,0,0,,0,,,,,,
13373,03399,01,0,0,0,0,0,0,0,0,,0,,,,,,
13374,03399,98,0,0,0,0,0,0,0,0,,0,,,,,,
13375,03400,01,0,0,0,0,0,0,0,0,,0,,,,,,
13376,03400,98,0,0,0,0,0,0,0,0,,0,,,,,,
13377,03401,01,0,0,0,0,0,0,0,0,,0,,,,,,
13378,03401,98,0,0,0,0,0,0,0,0,,0,,,,,,
13379,03402,01,0,0,0,0,0,0,0,0,,0,,,,,,
13380,03402,98,0,0,0,0,0,0,0,0,,0,,,,,,
13381,03403,01,0,0,0,0,0,0,0,0,,0,,,,,,
13382,03403,98,0,0,0,0,0,0,0,0,,0,,,,,,
13383,03404,01,0,0,0,0,0,0,0,0,,0,,,,,,
13384,03404,98,0,0,0,0,0,0,0,0,,0,,,,,,
13385,03405,01,0,0,0,0,0,0,0,0,,0,,,,,,
13386,03405,98,0,0,0,0,0,0,0,0,,0,,,,,,
13387,03406,01,0,0,0,0,0,0,0,0,,0,,,,,,
13388,03406,98,0,0,0,0,0,0,0,0,,0,,,,,,
13389,03407,01,0,0,0,0,0,0,0,0,,0,,,,,,
13390,03407,98,0,0,0,0,0,0,0,0,,0,,,,,,
13391,03408,01,0,0,0,0,0,0,0,0,,0,,,,,,
13392,03408,98,0,0,0,0,0,0,0,0,,0,,,,,,
13393,03409,01,0,0,0,0,0,0,0,0,,0,,,,,,
13394,03409,98,0,0,0,0,0,0,0,0,,0,,,,,,
13395,03410,01,0,0,0,0,0,0,0,0,,0,,,,,,
13396,03410,98,0,0,0,0,0,0,0,0,,0,,,,,,
13397,03411,01,0,0,0,0,0,0,0,0,,0,,,,,,
13398,03411,98,0,0,0,0,0,0,0,0,,0,,,,,,
13399,03412,01,0,0,0,0,0,0,0,0,,0,,,,,,
13400,03412,98,0,0,0,0,0,0,0,0,,0,,,,,,
13401,03413,01,0,0,0,0,0,0,0,0,,0,,,,,,
13402,03413,98,0,0,0,0,0,0,0,0,,0,,,,,,
13403,03414,01,0,0,0,0,0,0,0,0,,0,,,,,,
13404,03414,98,0,0,0,0,0,0,0,0,,0,,,,,,
13405,03415,01,0,0,0,0,0,0,0,0,,0,,,,,,
13406,03415,98,0,0,0,0,0,0,0,0,,0,,,,,,
13407,03416,01,0,0,0,0,0,0,0,0,,0,,,,,,
13408,03416,98,0,0,0,0,0,0,0,0,,0,,,,,,
13409,03417,01,0,0,0,0,0,0,0,0,,0,,,,,,
13410,03417,98,0,0,0,0,0,0,0,0,,0,,,,,,
13411,03418,01,0,0,0,0,0,0,0,0,,0,,,,,,
13412,03418,98,0,0,0,0,0,0,0,0,,0,,,,,,
13413,03419,01,0,0,0,0,0,0,0,0,,0,,,,,,
13414,03419,98,0,0,0,0,0,0,0,0,,0,,,,,,
13415,03420,01,0,0,0,0,0,0,0,0,,0,,,,,,
13416,03420,98,0,0,0,0,0,0,0,0,,0,,,,,,
13417,03421,01,0,0,0,0,0,0,0,0,,0,,,,,,
13418,03421,98,0,0,0,0,0,0,0,0,,0,,,,,,
13419,03422,01,0,0,0,0,0,0,0,0,,0,,,,,,
13420,03422,98,0,0,0,0,0,0,0,0,,0,,,,,,
13421,03423,01,0,0,0,0,0,0,0,0,,0,,,,,,
13422,03423,98,0,0,0,0,0,0,0,0,,0,,,,,,
13423,03424,01,0,0,0,0,0,0,0,0,,0,,,,,,
13424,03424,98,0,0,0,0,0,0,0,0,,0,,,,,,
13425,03425,01,0,0,0,0,0,0,0,0,,0,,,,,,
13426,03425,98,0,0,0,0,0,0,0,0,,0,,,,,,
13427,03426,01,0,0,0,0,0,0,0,0,,0,,,,,,
13428,03426,98,0,0,0,0,0,0,0,0,,0,,,,,,
13429,03427,01,0,0,0,0,0,0,0,0,,0,,,,,,
13430,03427,98,0,0,0,0,0,0,0,0,,0,,,,,,
13431,03428,01,0,0,0,0,0,0,0,0,,0,,,,,,
13432,03428,98,0,0,0,0,0,0,0,0,,0,,,,,,
13433,03429,01,0,0,0,0,0,0,0,0,,0,,,,,,
13434,03429,98,0,0,0,0,0,0,0,0,,0,,,,,,
13435,03430,01,0,0,0,0,0,0,0,0,,0,,,,,,
13436,03430,98,0,0,0,0,0,0,0,0,,0,,,,,,
13437,03431,01,0,0,0,0,0,0,0,0,,0,,,,,,
13438,03431,98,0,0,0,0,0,0,0,0,,0,,,,,,
13439,03432,01,0,0,0,0,0,0,0,0,,0,,,,,,
13440,03432,98,0,0,0,0,0,0,0,0,,0,,,,,,
13441,03433,01,0,0,0,0,0,0,0,0,,0,,,,,,
13442,03433,98,0,0,0,0,0,0,0,0,,0,,,,,,
13443,03434,01,0,0,0,0,0,0,0,0,,0,,,,,,
13444,03434,98,0,0,0,0,0,0,0,0,,0,,,,,,
13445,03435,01,0,0,0,0,0,0,0,0,,0,,,,,,
13446,03435,98,0,0,0,0,0,0,0,0,,0,,,,,,
13447,03436,01,0,0,0,0,0,0,0,0,,0,,,,,,
13448,03436,98,0,0,0,0,0,0,0,0,,0,,,,,,
13449,03437,01,0,0,0,0,0,0,0,0,,0,,,,,,
13450,03437,98,0,0,0,0,0,0,0,0,,0,,,,,,
13451,03438,01,0,0,0,0,0,0,0,0,,0,,,,,,
13452,03438,98,0,0,0,0,0,0,0,0,,0,,,,,,
13453,03439,01,0,0,0,0,0,0,0,0,,0,,,,,,
13454,03439,98,0,0,0,0,0,0,0,0,,0,,,,,,
13455,03440,01,0,0,0,0,0,0,0,0,,0,,,,,,
13456,03440,98,0,0,0,0,0,0,0,0,,0,,,,,,
13457,03441,01,0,0,0,0,0,0,0,0,,0,,,,,,
13458,03441,98,0,0,0,0,0,0,0,0,,0,,,,,,
13459,03442,01,0,0,0,0,0,0,0,0,,0,,,,,,
13460,03442,98,0,0,0,0,0,0,0,0,,0,,,,,,
13461,03443,01,0,0,0,0,0,0,0,0,,0,,,,,,
13462,03443,98,0,0,0,0,0,0,0,0,,0,,,,,,
13463,03444,01,0,0,0,0,0,0,0,0,,0,,,,,,
13464,03444,98,0,0,0,0,0,0,0,0,,0,,,,,,
13465,03445,01,0,0,0,0,0,0,0,0,,0,,,,,,
13466,03445,98,0,0,0,0,0,0,0,0,,0,,,,,,
13467,03446,01,0,0,0,0,0,0,0,0,,0,,,,,,
13468,03446,98,0,0,0,0,0,0,0,0,,0,,,,,,
13469,03447,01,0,0,0,0,0,0,0,0,,0,,,,,,
13470,03447,98,0,0,0,0,0,0,0,0,,0,,,,,,
13471,03448,01,0,0,0,0,0,0,0,0,,0,,,,,,
13472,03448,98,0,0,0,0,0,0,0,0,,0,,,,,,
13473,03449,01,0,0,0,0,0,0,0,0,,0,,,,,,
13474,03449,98,0,0,0,0,0,0,0,0,,0,,,,,,
13475,03450,01,0,0,0,0,0,0,0,0,,0,,,,,,
13476,03450,98,0,0,0,0,0,0,0,0,,0,,,,,,
13477,03451,01,0,0,0,0,0,0,0,0,,0,,,,,,
13478,03451,98,0,0,0,0,0,0,0,0,,0,,,,,,
13479,03452,01,0,0,0,0,0,0,0,0,,0,,,,,,
13480,03452,98,0,0,0,0,0,0,0,0,,0,,,,,,
13481,03453,01,0,0,0,0,0,0,0,0,,0,,,,,,
13482,03453,98,0,0,0,0,0,0,0,0,,0,,,,,,
13483,03454,01,0,0,0,0,0,0,0,0,,0,,,,,,
13484,03454,98,0,0,0,0,0,0,0,0,,0,,,,,,
13485,03455,01,0,0,0,0,0,0,0,0,,0,,,,,,
13486,03455,98,0,0,0,0,0,0,0,0,,0,,,,,,
13487,03456,01,0,0,0,0,0,0,0,0,,0,,,,,,
13488,03456,98,0,0,0,0,0,0,0,0,,0,,,,,,
13489,03457,01,0,0,0,0,0,0,0,0,,0,,,,,,
13490,03457,98,0,0,0,0,0,0,0,0,,0,,,,,,
13491,03458,01,0,0,0,0,0,0,0,0,,0,,,,,,
13492,03458,98,0,0,0,0,0,0,0,0,,0,,,,,,
13493,03459,01,0,0,0,0,0,0,0,0,,0,,,,,,
13494,03459,98,0,0,0,0,0,0,0,0,,0,,,,,,
13495,03460,01,0,0,0,0,0,0,0,0,,0,,,,,,
13496,03460,98,0,0,0,0,0,0,0,0,,0,,,,,,
13497,03461,01,0,0,0,0,0,0,0,0,,0,,,,,,
13498,03461,98,0,0,0,0,0,0,0,0,,0,,,,,,
13499,03462,01,0,0,0,0,0,0,0,0,,0,,,,,,
13500,03462,98,0,0,0,0,0,0,0,0,,0,,,,,,
13501,03463,01,0,0,0,0,0,0,0,0,,0,,,,,,
13502,03463,98,0,0,0,0,0,0,0,0,,0,,,,,,
13503,03464,01,0,0,0,0,0,0,0,0,,0,,,,,,
13504,03464,98,0,0,0,0,0,0,0,0,,0,,,,,,
13505,03465,01,0,0,0,0,0,0,0,0,,0,,,,,,
13506,03465,98,0,0,0,0,0,0,0,0,,0,,,,,,
13507,03466,01,0,0,0,0,0,0,0,0,,0,,,,,,
13508,03466,98,0,0,0,0,0,0,0,0,,0,,,,,,
13509,03467,01,0,0,0,0,0,0,0,0,,0,,,,,,
13510,03467,98,0,0,0,0,0,0,0,0,,0,,,,,,
13511,03468,01,0,0,0,0,0,0,0,0,,0,,,,,,
13512,03468,98,0,0,0,0,0,0,0,0,,0,,,,,,
13513,03469,01,0,0,0,0,0,0,0,0,,0,,,,,,
13514,03469,98,0,0,0,0,0,0,0,0,,0,,,,,,
13515,03470,01,0,0,0,0,0,0,0,0,,0,,,,,,
13516,03470,98,0,0,0,0,0,0,0,0,,0,,,,,,
13517,03471,01,0,0,0,0,0,0,0,0,,0,,,,,,
13518,03471,98,0,0,0,0,0,0,0,0,,0,,,,,,
13519,03472,01,0,0,0,0,0,0,0,0,,0,,,,,,
13520,03472,98,0,0,0,0,0,0,0,0,,0,,,,,,
13521,03473,01,0,0,0,0,0,0,0,0,,0,,,,,,
13522,03473,98,0,0,0,0,0,0,0,0,,0,,,,,,
13523,03474,01,0,0,0,0,0,0,0,0,,0,,,,,,
13524,03474,98,0,0,0,0,0,0,0,0,,0,,,,,,
13525,03475,01,0,0,0,0,0,0,0,0,,0,,,,,,
13526,03475,98,0,0,0,0,0,0,0,0,,0,,,,,,
13527,03476,01,0,0,0,0,0,0,0,0,,0,,,,,,
13528,03476,98,0,0,0,0,0,0,0,0,,0,,,,,,
13529,03477,01,0,0,0,0,0,0,0,0,,0,,,,,,
13530,03477,98,0,0,0,0,0,0,0,0,,0,,,,,,
13531,03478,01,0,0,0,0,0,0,0,0,,0,,,,,,
13532,03478,98,0,0,0,0,0,0,0,0,,0,,,,,,
13533,03479,01,0,0,0,0,0,0,0,0,,0,,,,,,
13534,03479,98,0,0,0,0,0,0,0,0,,0,,,,,,
13535,03480,01,0,0,0,0,0,0,0,0,,0,,,,,,
13536,03480,98,0,0,0,0,0,0,0,0,,0,,,,,,
13537,03481,01,0,0,0,0,0,0,0,0,,0,,,,,,
13538,03481,98,0,0,0,0,0,0,0,0,,0,,,,,,
13539,03482,01,0,0,0,0,0,0,0,0,,0,,,,,,
13540,03482,98,0,0,0,0,0,0,0,0,,0,,,,,,
13541,03483,01,0,0,0,0,0,0,0,0,,0,,,,,,
13542,03483,98,0,0,0,0,0,0,0,0,,0,,,,,,
13543,03484,01,0,0,0,0,0,0,0,0,,0,,,,,,
13544,03484,98,0,0,0,0,0,0,0,0,,0,,,,,,
13545,03485,01,0,0,0,0,0,0,0,0,,0,,,,,,
13546,03485,98,0,0,0,0,0,0,0,0,,0,,,,,,
13547,03486,01,0,0,0,0,0,0,0,0,,0,,,,,,
13548,03486,98,0,0,0,0,0,0,0,0,,0,,,,,,
13549,03487,01,0,0,0,0,0,0,0,0,,0,,,,,,
13550,03487,98,0,0,0,0,0,0,0,0,,0,,,,,,
13551,03488,01,0,0,0,0,0,0,0,0,,0,,,,,,
13552,03488,98,0,0,0,0,0,0,0,0,,0,,,,,,
13553,03489,01,0,0,0,0,0,0,0,0,,0,,,,,,
13554,03489,98,0,0,0,0,0,0,0,0,,0,,,,,,
13555,03490,01,0,0,0,0,0,0,0,0,,0,,,,,,
13556,03490,98,0,0,0,0,0,0,0,0,,0,,,,,,
13557,03491,01,0,0,0,0,0,0,0,0,,0,,,,,,
13558,03491,98,0,0,0,0,0,0,0,0,,0,,,,,,
13559,03492,01,0,0,0,0,0,0,0,0,,0,,,,,,
13560,03492,98,0,0,0,0,0,0,0,0,,0,,,,,,
13561,03493,01,0,0,0,0,0,0,0,0,,0,,,,,,
13562,03493,98,0,0,0,0,0,0,0,0,,0,,,,,,
13563,03494,01,0,0,0,0,0,0,0,0,,0,,,,,,
13564,03494,98,0,0,0,0,0,0,0,0,,0,,,,,,
13565,03495,01,0,0,0,0,0,0,0,0,,0,,,,,,
13566,03495,98,0,0,0,0,0,0,0,0,,0,,,,,,
13567,03496,01,0,0,0,0,0,0,0,0,,0,,,,,,
