"ORDESTOK,N,6,0","GRARARTI,C,10","CODIDEPO,C,2","ANTESTOK,N,12,2","ACTUSTOK,N,12,2","MINISTOK,N,12,2","MAXISTOK,N,12,2","PEDISTOK,N,12,2","INGRSTOK,N,12,2","EGRESTOK,N,12,2","AUXISTOK,N,8,2","UBICSTOK,C,5","CAPESTOK,N,12,2","CODIARTI,C,10","UBICSTO1,C,5","CODIPAPE,C,2","CODITIDE,C,1","VEPRSTOK,N,12,2","STOCKP,N,12,2"
6338,626295,98,0,0,0,0,0,0,0,0,,0,,,,,,
6339,07102,01,0,0,0,0,0,0,0,0,,0,,,,,,
6340,07102,98,0,0,0,0,0,0,0,0,,0,,,,,,
6341,626358,01,0,0,0,0,0,0,0,0,,0,,,,,,
6342,626358,98,0,0,0,0,0,0,0,0,,0,,,,,,
6343,626359,01,0,0,0,0,0,0,0,0,,0,,,,,,
6344,626359,98,0,0,0,0,0,0,0,0,,0,,,,,,
6345,07590,01,0,0,0,0,0,0,0,0,,0,,,,,,
6346,07590,98,0,0,0,0,0,0,0,0,,0,,,,,,
6347,15200,01,0,0,0,0,0,0,0,0,,0,,,,,,
6348,15200,98,0,0,0,0,0,0,0,0,,0,,,,,,
6349,07105,01,0,0,0,0,0,0,0,0,,0,,,,,,
6350,07105,98,0,0,0,0,0,0,0,0,,0,,,,,,
6351,07106,01,0,0,0,0,0,0,0,0,,0,,,,,,
6352,07106,98,0,0,0,0,0,0,0,0,,0,,,,,,
6353,07107,01,0,0,0,0,0,0,0,0,,0,,,,,,
6354,07107,98,0,0,0,0,0,0,0,0,,0,,,,,,
6355,07104,01,0,0,0,0,0,0,0,0,,0,,,,,,
6356,07104,98,0,0,0,0,0,0,0,0,,0,,,,,,
6357,627150,01,0,0,0,0,0,0,0,0,,0,,,,,,
6358,627150,98,0,0,0,0,0,0,0,0,,0,,,,,,
6359,627160,01,0,0,0,0,0,0,0,0,,0,,,,,,
6360,627160,98,0,0,0,0,0,0,0,0,,0,,,,,,
6361,627165,01,0,0,0,0,0,0,0,0,,0,,,,,,
6362,627165,98,0,0,0,0,0,0,0,0,,0,,,,,,
6363,07592,01,0,0,0,0,0,0,0,0,,0,,,,,,
6364,07592,98,0,0,0,0,0,0,0,0,,0,,,,,,
6365,627009,01,0,0,0,0,0,0,0,0,,0,,,,,,
6366,627009,98,0,0,0,0,0,0,0,0,,0,,,,,,
6367,627222,01,0,0,0,0,0,0,0,0,,0,,,,,,
6368,627222,98,0,0,0,0,0,0,0,0,,0,,,,,,
6369,07595,01,0,0,0,0,0,0,0,0,,0,,,,,,
6370,07595,98,0,0,0,0,0,0,0,0,,0,,,,,,
6371,21904,01,0,0,0,0,0,0,0,0,,0,,,,,,
6372,21904,98,0,0,0,0,0,0,0,0,,0,,,,,,
6373,21595,01,0,0,0,0,0,0,0,0,,0,,,,,,
6374,21595,98,0,0,0,0,0,0,0,0,,0,,,,,,
6375,21029,01,0,0,0,0,0,0,0,0,,0,,,,,,
6376,21029,98,0,0,0,0,0,0,0,0,,0,,,,,,
6377,627008,01,0,0,0,0,0,0,0,0,,0,,,,,,
6378,627008,98,0,0,0,0,0,0,0,0,,0,,,,,,
6379,627120,01,0,0,0,0,0,0,0,0,,0,,,,,,
6380,627120,98,0,0,0,0,0,0,0,0,,0,,,,,,
6381,627122,01,0,0,0,0,0,0,0,0,,0,,,,,,
6382,627122,98,0,0,0,0,0,0,0,0,,0,,,,,,
6383,21700,01,0,0,0,0,0,0,0,0,,0,,,,,,
6384,21700,98,0,0,0,0,0,0,0,0,,0,,,,,,
6385,21704,01,0,0,0,0,0,0,0,0,,0,,,,,,
6386,21704,98,0,0,0,0,0,0,0,0,,0,,,,,,
6387,21706,01,0,0,0,0,0,0,0,0,,0,,,,,,
6388,21706,98,0,0,0,0,0,0,0,0,,0,,,,,,
6389,01102,01,0,0,0,0,0,0,0,0,,0,,,,,,
6390,01102,98,0,0,0,0,0,0,0,0,,0,,,,,,
6391,627034,01,0,0,0,0,0,0,0,0,,0,,,,,,
6392,627034,98,0,0,0,0,0,0,0,0,,0,,,,,,
6393,627140,01,0,0,0,0,0,0,0,0,,0,,,,,,
6394,627140,98,0,0,0,0,0,0,0,0,,0,,,,,,
6395,627142,01,0,0,0,0,0,0,0,0,,0,,,,,,
6396,627142,98,0,0,0,0,0,0,0,0,,0,,,,,,
6397,99001,01,0,0,0,0,0,0,0,0,,0,,,,,,
6398,99001,98,0,0,0,0,0,0,0,0,,0,,,,,,
6399,99002,01,0,0,0,0,0,0,0,0,,0,,,,,,
6400,99002,98,0,0,0,0,0,0,0,0,,0,,,,,,
6401,99003,01,0,0,0,0,0,0,0,0,,0,,,,,,
6402,99003,98,0,0,0,0,0,0,0,0,,0,,,,,,
6403,99021,01,0,0,0,0,0,0,0,0,,0,,,,,,
6404,99021,98,0,0,0,0,0,0,0,0,,0,,,,,,
6405,99022,01,0,0,0,0,0,0,0,0,,0,,,,,,
6406,99022,98,0,0,0,0,0,0,0,0,,0,,,,,,
6407,99023,01,0,0,0,0,0,0,0,0,,0,,,,,,
6408,99023,98,0,0,0,0,0,0,0,0,,0,,,,,,
6409,627119,01,0,0,0,0,0,0,0,0,,0,,,,,,
6410,627119,98,0,0,0,0,0,0,0,0,,0,,,,,,
6411,627033,01,0,0,0,0,0,0,0,0,,0,,,,,,
6412,627033,98,0,0,0,0,0,0,0,0,,0,,,,,,
6413,09523,01,0,0,0,0,0,0,0,0,,0,,,,,,
6414,09523,98,0,0,0,0,0,0,0,0,,0,,,,,,
6415,09525,01,0,0,0,0,0,0,0,0,,0,,,,,,
6416,09525,98,0,0,0,0,0,0,0,0,,0,,,,,,
6417,09526,01,0,0,0,0,0,0,0,0,,0,,,,,,
6418,09526,98,0,0,0,0,0,0,0,0,,0,,,,,,
6419,09530,01,0,0,0,0,0,0,0,0,,0,,,,,,
6420,09530,98,0,0,0,0,0,0,0,0,,0,,,,,,
6421,09531,01,0,0,0,0,0,0,0,0,,0,,,,,,
6422,09531,98,0,0,0,0,0,0,0,0,,0,,,,,,
6423,627211,01,0,0,0,0,0,0,0,0,,0,,,,,,
6424,627211,98,0,0,0,0,0,0,0,0,,0,,,,,,
6425,626352,01,0,0,0,0,0,0,0,0,,0,,,,,,
6426,626352,98,0,0,0,0,0,0,0,0,,0,,,,,,
6427,19153,01,0,0,0,0,0,0,0,0,,0,,,,,,
6428,19153,98,0,0,0,0,0,0,0,0,,0,,,,,,
6429,627170,01,0,0,0,0,0,0,0,0,,0,,,,,,
6430,627170,98,0,0,0,0,0,0,0,0,,0,,,,,,
6431,71210,01,0,0,0,0,0,0,0,0,,0,,,,,,
6432,71210,98,0,0,0,0,0,0,0,0,,0,,,,,,
6433,71211,01,0,0,0,0,0,0,0,0,,0,,,,,,
6434,71211,98,0,0,0,0,0,0,0,0,,0,,,,,,
6435,71212,01,0,0,0,0,0,0,0,0,,0,,,,,,
6436,71212,98,0,0,0,0,0,0,0,0,,0,,,,,,
6437,71213,01,0,0,0,0,0,0,0,0,,0,,,,,,
6438,71213,98,0,0,0,0,0,0,0,0,,0,,,,,,
6439,71214,01,0,0,0,0,0,0,0,0,,0,,,,,,
6440,71214,98,0,0,0,0,0,0,0,0,,0,,,,,,
6441,71215,01,0,0,0,0,0,0,0,0,,0,,,,,,
6442,71215,98,0,0,0,0,0,0,0,0,,0,,,,,,
6443,71216,01,0,0,0,0,0,0,0,0,,0,,,,,,
6444,71216,98,0,0,0,0,0,0,0,0,,0,,,,,,
6445,71217,01,0,0,0,0,0,0,0,0,,0,,,,,,
6446,71217,98,0,0,0,0,0,0,0,0,,0,,,,,,
6447,71218,01,0,0,0,0,0,0,0,0,,0,,,,,,
6448,71218,98,0,0,0,0,0,0,0,0,,0,,,,,,
6449,71219,01,0,0,0,0,0,0,0,0,,0,,,,,,
6450,71219,98,0,0,0,0,0,0,0,0,,0,,,,,,
6451,71220,01,0,0,0,0,0,0,0,0,,0,,,,,,
6452,71220,98,0,0,0,0,0,0,0,0,,0,,,,,,
6453,71221,01,0,0,0,0,0,0,0,0,,0,,,,,,
6454,71221,98,0,0,0,0,0,0,0,0,,0,,,,,,
6455,71222,01,0,0,0,0,0,0,0,0,,0,,,,,,
6456,71222,98,0,0,0,0,0,0,0,0,,0,,,,,,
6457,71223,01,0,0,0,0,0,0,0,0,,0,,,,,,
6458,71223,98,0,0,0,0,0,0,0,0,,0,,,,,,
6459,71224,01,0,0,0,0,0,0,0,0,,0,,,,,,
6460,71224,98,0,0,0,0,0,0,0,0,,0,,,,,,
6461,71225,01,0,0,0,0,0,0,0,0,,0,,,,,,
6462,71225,98,0,0,0,0,0,0,0,0,,0,,,,,,
6463,71226,01,0,0,0,0,0,0,0,0,,0,,,,,,
6464,71226,98,0,0,0,0,0,0,0,0,,0,,,,,,
6465,71227,01,0,0,0,0,0,0,0,0,,0,,,,,,
6466,71227,98,0,0,0,0,0,0,0,0,,0,,,,,,
6467,71228,01,0,0,0,0,0,0,0,0,,0,,,,,,
6468,71228,98,0,0,0,0,0,0,0,0,,0,,,,,,
6469,71229,01,0,0,0,0,0,0,0,0,,0,,,,,,
6470,71229,98,0,0,0,0,0,0,0,0,,0,,,,,,
6471,71230,01,0,0,0,0,0,0,0,0,,0,,,,,,
6472,71230,98,0,0,0,0,0,0,0,0,,0,,,,,,
6473,71231,01,0,0,0,0,0,0,0,0,,0,,,,,,
6474,71231,98,0,0,0,0,0,0,0,0,,0,,,,,,
6475,71232,01,0,0,0,0,0,0,0,0,,0,,,,,,
6476,71232,98,0,0,0,0,0,0,0,0,,0,,,,,,
6477,71233,01,0,0,0,0,0,0,0,0,,0,,,,,,
6478,71233,98,0,0,0,0,0,0,0,0,,0,,,,,,
6479,71234,01,0,0,0,0,0,0,0,0,,0,,,,,,
6480,71234,98,0,0,0,0,0,0,0,0,,0,,,,,,
6481,71235,01,0,0,0,0,0,0,0,0,,0,,,,,,
6482,71235,98,0,0,0,0,0,0,0,0,,0,,,,,,
6483,71236,01,0,0,0,0,0,0,0,0,,0,,,,,,
6484,71236,98,0,0,0,0,0,0,0,0,,0,,,,,,
6485,71237,01,0,0,0,0,0,0,0,0,,0,,,,,,
6486,71237,98,0,0,0,0,0,0,0,0,,0,,,,,,
6487,71238,01,0,0,0,0,0,0,0,0,,0,,,,,,
6488,71238,98,0,0,0,0,0,0,0,0,,0,,,,,,
6489,71239,01,0,0,0,0,0,0,0,0,,0,,,,,,
6490,71239,98,0,0,0,0,0,0,0,0,,0,,,,,,
6491,71240,01,0,0,0,0,0,0,0,0,,0,,,,,,
6492,71240,98,0,0,0,0,0,0,0,0,,0,,,,,,
6493,71241,01,0,0,0,0,0,0,0,0,,0,,,,,,
6494,71241,98,0,0,0,0,0,0,0,0,,0,,,,,,
6495,71242,01,0,0,0,0,0,0,0,0,,0,,,,,,
6496,71242,98,0,0,0,0,0,0,0,0,,0,,,,,,
6497,71243,01,0,0,0,0,0,0,0,0,,0,,,,,,
6498,71243,98,0,0,0,0,0,0,0,0,,0,,,,,,
6499,71244,01,0,0,0,0,0,0,0,0,,0,,,,,,
6500,71244,98,0,0,0,0,0,0,0,0,,0,,,,,,
6501,71245,01,0,0,0,0,0,0,0,0,,0,,,,,,
6502,71245,98,0,0,0,0,0,0,0,0,,0,,,,,,
6503,71246,01,0,0,0,0,0,0,0,0,,0,,,,,,
6504,71246,98,0,0,0,0,0,0,0,0,,0,,,,,,
6505,71247,01,0,0,0,0,0,0,0,0,,0,,,,,,
6506,71247,98,0,0,0,0,0,0,0,0,,0,,,,,,
6507,71248,01,0,0,0,0,0,0,0,0,,0,,,,,,
6508,71248,98,0,0,0,0,0,0,0,0,,0,,,,,,
6509,71249,01,0,0,0,0,0,0,0,0,,0,,,,,,
6510,71249,98,0,0,0,0,0,0,0,0,,0,,,,,,
6511,71250,01,0,0,0,0,0,0,0,0,,0,,,,,,
6512,71250,98,0,0,0,0,0,0,0,0,,0,,,,,,
6513,71251,01,0,0,0,0,0,0,0,0,,0,,,,,,
6514,71251,98,0,0,0,0,0,0,0,0,,0,,,,,,
6515,71252,01,0,0,0,0,0,0,0,0,,0,,,,,,
6516,71252,98,0,0,0,0,0,0,0,0,,0,,,,,,
6517,71253,01,0,0,0,0,0,0,0,0,,0,,,,,,
6518,71253,98,0,0,0,0,0,0,0,0,,0,,,,,,
6519,71254,01,0,0,0,0,0,0,0,0,,0,,,,,,
6520,71254,98,0,0,0,0,0,0,0,0,,0,,,,,,
6521,71255,01,0,0,0,0,0,0,0,0,,0,,,,,,
6522,71255,98,0,0,0,0,0,0,0,0,,0,,,,,,
6523,71256,01,0,0,0,0,0,0,0,0,,0,,,,,,
6524,71256,98,0,0,0,0,0,0,0,0,,0,,,,,,
6525,71257,01,0,0,0,0,0,0,0,0,,0,,,,,,
6526,71257,98,0,0,0,0,0,0,0,0,,0,,,,,,
6527,71258,01,0,0,0,0,0,0,0,0,,0,,,,,,
6528,71258,98,0,0,0,0,0,0,0,0,,0,,,,,,
6529,71259,01,0,0,0,0,0,0,0,0,,0,,,,,,
6530,71259,98,0,0,0,0,0,0,0,0,,0,,,,,,
6531,71260,01,0,0,0,0,0,0,0,0,,0,,,,,,
6532,71260,98,0,0,0,0,0,0,0,0,,0,,,,,,
6533,71261,01,0,0,0,0,0,0,0,0,,0,,,,,,
6534,71261,98,0,0,0,0,0,0,0,0,,0,,,,,,
6535,71262,01,0,0,0,0,0,0,0,0,,0,,,,,,
6536,71262,98,0,0,0,0,0,0,0,0,,0,,,,,,
6537,71263,01,0,0,0,0,0,0,0,0,,0,,,,,,
6538,71263,98,0,0,0,0,0,0,0,0,,0,,,,,,
6539,71264,01,0,0,0,0,0,0,0,0,,0,,,,,,
6540,71264,98,0,0,0,0,0,0,0,0,,0,,,,,,
6541,71265,01,0,0,0,0,0,0,0,0,,0,,,,,,
6542,71265,98,0,0,0,0,0,0,0,0,,0,,,,,,
6543,71266,01,0,0,0,0,0,0,0,0,,0,,,,,,
6544,71266,98,0,0,0,0,0,0,0,0,,0,,,,,,
6545,71267,01,0,0,0,0,0,0,0,0,,0,,,,,,
6546,71267,98,0,0,0,0,0,0,0,0,,0,,,,,,
6547,71268,01,0,0,0,0,0,0,0,0,,0,,,,,,
6548,71268,98,0,0,0,0,0,0,0,0,,0,,,,,,
6549,71269,01,0,0,0,0,0,0,0,0,,0,,,,,,
6550,71269,98,0,0,0,0,0,0,0,0,,0,,,,,,
6551,71270,01,0,0,0,0,0,0,0,0,,0,,,,,,
6552,71270,98,0,0,0,0,0,0,0,0,,0,,,,,,
6553,71271,01,0,0,0,0,0,0,0,0,,0,,,,,,
6554,71271,98,0,0,0,0,0,0,0,0,,0,,,,,,
6555,71272,01,0,0,0,0,0,0,0,0,,0,,,,,,
6556,71272,98,0,0,0,0,0,0,0,0,,0,,,,,,
6557,712173,01,0,0,0,0,0,0,0,0,,0,,,,,,
6558,712173,98,0,0,0,0,0,0,0,0,,0,,,,,,
6559,71274,01,0,0,0,0,0,0,0,0,,0,,,,,,
6560,71274,98,0,0,0,0,0,0,0,0,,0,,,,,,
6561,71275,01,0,0,0,0,0,0,0,0,,0,,,,,,
6562,71275,98,0,0,0,0,0,0,0,0,,0,,,,,,
6563,71276,01,0,0,0,0,0,0,0,0,,0,,,,,,
6564,71276,98,0,0,0,0,0,0,0,0,,0,,,,,,
6565,71277,01,0,0,0,0,0,0,0,0,,0,,,,,,
6566,71277,98,0,0,0,0,0,0,0,0,,0,,,,,,
6567,71278,01,0,0,0,0,0,0,0,0,,0,,,,,,
6568,71278,98,0,0,0,0,0,0,0,0,,0,,,,,,
6569,71279,01,0,0,0,0,0,0,0,0,,0,,,,,,
6570,71279,98,0,0,0,0,0,0,0,0,,0,,,,,,
6571,71280,01,0,0,0,0,0,0,0,0,,0,,,,,,
6572,71280,98,0,0,0,0,0,0,0,0,,0,,,,,,
6573,71281,01,0,0,0,0,0,0,0,0,,0,,,,,,
6574,71281,98,0,0,0,0,0,0,0,0,,0,,,,,,
6575,71282,01,0,0,0,0,0,0,0,0,,0,,,,,,
6576,71282,98,0,0,0,0,0,0,0,0,,0,,,,,,
6577,71283,01,0,0,0,0,0,0,0,0,,0,,,,,,
6578,71283,98,0,0,0,0,0,0,0,0,,0,,,,,,
6579,71284,01,0,0,0,0,0,0,0,0,,0,,,,,,
6580,71284,98,0,0,0,0,0,0,0,0,,0,,,,,,
6581,71285,01,0,0,0,0,0,0,0,0,,0,,,,,,
6582,71285,98,0,0,0,0,0,0,0,0,,0,,,,,,
6583,71286,01,0,0,0,0,0,0,0,0,,0,,,,,,
6584,71286,98,0,0,0,0,0,0,0,0,,0,,,,,,
6585,71287,01,0,0,0,0,0,0,0,0,,0,,,,,,
6586,71287,98,0,0,0,0,0,0,0,0,,0,,,,,,
6587,71288,01,0,0,0,0,0,0,0,0,,0,,,,,,
6588,71288,98,0,0,0,0,0,0,0,0,,0,,,,,,
6589,71289,01,0,0,0,0,0,0,0,0,,0,,,,,,
6590,71289,98,0,0,0,0,0,0,0,0,,0,,,,,,
6591,71290,01,0,0,0,0,0,0,0,0,,0,,,,,,
6592,71290,98,0,0,0,0,0,0,0,0,,0,,,,,,
6593,71291,01,0,0,0,0,0,0,0,0,,0,,,,,,
6594,71291,98,0,0,0,0,0,0,0,0,,0,,,,,,
6595,71292,01,0,0,0,0,0,0,0,0,,0,,,,,,
6596,71292,98,0,0,0,0,0,0,0,0,,0,,,,,,
6597,71293,01,0,0,0,0,0,0,0,0,,0,,,,,,
6598,71293,98,0,0,0,0,0,0,0,0,,0,,,,,,
6599,71273,01,0,0,0,0,0,0,0,0,,0,,,,,,
6600,71273,98,0,0,0,0,0,0,0,0,,0,,,,,,
6601,71294,01,0,0,0,0,0,0,0,0,,0,,,,,,
6602,71294,98,0,0,0,0,0,0,0,0,,0,,,,,,
6603,71295,01,0,0,0,0,0,0,0,0,,0,,,,,,
6604,71295,98,0,0,0,0,0,0,0,0,,0,,,,,,
6605,71296,01,0,0,0,0,0,0,0,0,,0,,,,,,
6606,71296,98,0,0,0,0,0,0,0,0,,0,,,,,,
6607,71297,01,0,0,0,0,0,0,0,0,,0,,,,,,
6608,71297,98,0,0,0,0,0,0,0,0,,0,,,,,,
6609,71298,01,0,0,0,0,0,0,0,0,,0,,,,,,
6610,71298,98,0,0,0,0,0,0,0,0,,0,,,,,,
6611,71299,01,0,0,0,0,0,0,0,0,,0,,,,,,
6612,71299,98,0,0,0,0,0,0,0,0,,0,,,,,,
6613,71300,01,0,0,0,0,0,0,0,0,,0,,,,,,
6614,71300,98,0,0,0,0,0,0,0,0,,0,,,,,,
6615,71301,01,0,0,0,0,0,0,0,0,,0,,,,,,
6616,71301,98,0,0,0,0,0,0,0,0,,0,,,,,,
6617,71302,01,0,0,0,0,0,0,0,0,,0,,,,,,
6618,71302,98,0,0,0,0,0,0,0,0,,0,,,,,,
6619,71303,01,0,0,0,0,0,0,0,0,,0,,,,,,
6620,71303,98,0,0,0,0,0,0,0,0,,0,,,,,,
6621,71304,01,0,0,0,0,0,0,0,0,,0,,,,,,
6622,71304,98,0,0,0,0,0,0,0,0,,0,,,,,,
6623,71305,01,0,0,0,0,0,0,0,0,,0,,,,,,
6624,71305,98,0,0,0,0,0,0,0,0,,0,,,,,,
6625,71306,01,0,0,0,0,0,0,0,0,,0,,,,,,
6626,71306,98,0,0,0,0,0,0,0,0,,0,,,,,,
6627,71307,01,0,0,0,0,0,0,0,0,,0,,,,,,
6628,71307,98,0,0,0,0,0,0,0,0,,0,,,,,,
6629,71308,01,0,0,0,0,0,0,0,0,,0,,,,,,
6630,71308,98,0,0,0,0,0,0,0,0,,0,,,,,,
6631,71309,01,0,0,0,0,0,0,0,0,,0,,,,,,
6632,71309,98,0,0,0,0,0,0,0,0,,0,,,,,,
6633,71310,01,0,0,0,0,0,0,0,0,,0,,,,,,
6634,71310,98,0,0,0,0,0,0,0,0,,0,,,,,,
6635,71311,01,0,0,0,0,0,0,0,0,,0,,,,,,
6636,71311,98,0,0,0,0,0,0,0,0,,0,,,,,,
6637,71312,01,0,0,0,0,0,0,0,0,,0,,,,,,
6638,71312,98,0,0,0,0,0,0,0,0,,0,,,,,,
6639,71313,01,0,0,0,0,0,0,0,0,,0,,,,,,
6640,71313,98,0,0,0,0,0,0,0,0,,0,,,,,,
6641,71314,01,0,0,0,0,0,0,0,0,,0,,,,,,
6642,71314,98,0,0,0,0,0,0,0,0,,0,,,,,,
6643,71315,01,0,0,0,0,0,0,0,0,,0,,,,,,
6644,71315,98,0,0,0,0,0,0,0,0,,0,,,,,,
6645,71316,01,0,0,0,0,0,0,0,0,,0,,,,,,
6646,71316,98,0,0,0,0,0,0,0,0,,0,,,,,,
6647,71317,01,0,0,0,0,0,0,0,0,,0,,,,,,
6648,71317,98,0,0,0,0,0,0,0,0,,0,,,,,,
6649,71318,01,0,0,0,0,0,0,0,0,,0,,,,,,
6650,71318,98,0,0,0,0,0,0,0,0,,0,,,,,,
6651,71319,01,0,0,0,0,0,0,0,0,,0,,,,,,
6652,71319,98,0,0,0,0,0,0,0,0,,0,,,,,,
6653,71320,01,0,0,0,0,0,0,0,0,,0,,,,,,
6654,71320,98,0,0,0,0,0,0,0,0,,0,,,,,,
6655,71321,01,0,0,0,0,0,0,0,0,,0,,,,,,
6656,71321,98,0,0,0,0,0,0,0,0,,0,,,,,,
6657,71322,01,0,0,0,0,0,0,0,0,,0,,,,,,
6658,71322,98,0,0,0,0,0,0,0,0,,0,,,,,,
6659,71323,01,0,0,0,0,0,0,0,0,,0,,,,,,
6660,71323,98,0,0,0,0,0,0,0,0,,0,,,,,,
6661,71324,01,0,0,0,0,0,0,0,0,,0,,,,,,
6662,71324,98,0,0,0,0,0,0,0,0,,0,,,,,,
6663,71325,01,0,0,0,0,0,0,0,0,,0,,,,,,
6664,71325,98,0,0,0,0,0,0,0,0,,0,,,,,,
6665,71326,01,0,0,0,0,0,0,0,0,,0,,,,,,
6666,71326,98,0,0,0,0,0,0,0,0,,0,,,,,,
6667,71327,01,0,0,0,0,0,0,0,0,,0,,,,,,
6668,71327,98,0,0,0,0,0,0,0,0,,0,,,,,,
6669,71328,01,0,0,0,0,0,0,0,0,,0,,,,,,
6670,71328,98,0,0,0,0,0,0,0,0,,0,,,,,,
6671,71329,01,0,0,0,0,0,0,0,0,,0,,,,,,
6672,71329,98,0,0,0,0,0,0,0,0,,0,,,,,,
6673,71330,01,0,0,0,0,0,0,0,0,,0,,,,,,
6674,71330,98,0,0,0,0,0,0,0,0,,0,,,,,,
6675,71331,01,0,0,0,0,0,0,0,0,,0,,,,,,
6676,71331,98,0,0,0,0,0,0,0,0,,0,,,,,,
6677,71332,01,0,0,0,0,0,0,0,0,,0,,,,,,
6678,71332,98,0,0,0,0,0,0,0,0,,0,,,,,,
6679,71333,01,0,0,0,0,0,0,0,0,,0,,,,,,
6680,71333,98,0,0,0,0,0,0,0,0,,0,,,,,,
6681,71334,01,0,0,0,0,0,0,0,0,,0,,,,,,
6682,71334,98,0,0,0,0,0,0,0,0,,0,,,,,,
6683,71335,01,0,0,0,0,0,0,0,0,,0,,,,,,
6684,71335,98,0,0,0,0,0,0,0,0,,0,,,,,,
6685,71336,01,0,0,0,0,0,0,0,0,,0,,,,,,
6686,71336,98,0,0,0,0,0,0,0,0,,0,,,,,,
6687,71337,01,0,0,0,0,0,0,0,0,,0,,,,,,
6688,71337,98,0,0,0,0,0,0,0,0,,0,,,,,,
6689,71338,01,0,0,0,0,0,0,0,0,,0,,,,,,
6690,71338,98,0,0,0,0,0,0,0,0,,0,,,,,,
6691,71339,01,0,0,0,0,0,0,0,0,,0,,,,,,
6692,71339,98,0,0,0,0,0,0,0,0,,0,,,,,,
6693,71340,01,0,0,0,0,0,0,0,0,,0,,,,,,
6694,71340,98,0,0,0,0,0,0,0,0,,0,,,,,,
6695,71341,01,0,0,0,0,0,0,0,0,,0,,,,,,
6696,71341,98,0,0,0,0,0,0,0,0,,0,,,,,,
6697,71342,01,0,0,0,0,0,0,0,0,,0,,,,,,
6698,71342,98,0,0,0,0,0,0,0,0,,0,,,,,,
6699,71343,01,0,0,0,0,0,0,0,0,,0,,,,,,
6700,71343,98,0,0,0,0,0,0,0,0,,0,,,,,,
6701,71344,01,0,0,0,0,0,0,0,0,,0,,,,,,
6702,71344,98,0,0,0,0,0,0,0,0,,0,,,,,,
6703,71345,01,0,0,0,0,0,0,0,0,,0,,,,,,
6704,71345,98,0,0,0,0,0,0,0,0,,0,,,,,,
6705,71346,01,0,0,0,0,0,0,0,0,,0,,,,,,
6706,71346,98,0,0,0,0,0,0,0,0,,0,,,,,,
6707,71347,01,0,0,0,0,0,0,0,0,,0,,,,,,
6708,71347,98,0,0,0,0,0,0,0,0,,0,,,,,,
6709,71348,01,0,0,0,0,0,0,0,0,,0,,,,,,
6710,71348,98,0,0,0,0,0,0,0,0,,0,,,,,,
6711,71349,01,0,0,0,0,0,0,0,0,,0,,,,,,
6712,71349,98,0,0,0,0,0,0,0,0,,0,,,,,,
6713,71350,01,0,0,0,0,0,0,0,0,,0,,,,,,
6714,71350,98,0,0,0,0,0,0,0,0,,0,,,,,,
6715,71351,01,0,0,0,0,0,0,0,0,,0,,,,,,
6716,71351,98,0,0,0,0,0,0,0,0,,0,,,,,,
6717,71352,01,0,0,0,0,0,0,0,0,,0,,,,,,
6718,71352,98,0,0,0,0,0,0,0,0,,0,,,,,,
6719,71353,01,0,0,0,0,0,0,0,0,,0,,,,,,
6720,71353,98,0,0,0,0,0,0,0,0,,0,,,,,,
6721,71400,01,0,0,0,0,0,0,0,0,,0,,,,,,
6722,71400,98,0,0,0,0,0,0,0,0,,0,,,,,,
6723,71401,01,0,0,0,0,0,0,0,0,,0,,,,,,
6724,71401,98,0,0,0,0,0,0,0,0,,0,,,,,,
6725,71402,01,0,0,0,0,0,0,0,0,,0,,,,,,
6726,71402,98,0,0,0,0,0,0,0,0,,0,,,,,,
6727,71403,01,0,0,0,0,0,0,0,0,,0,,,,,,
6728,71403,98,0,0,0,0,0,0,0,0,,0,,,,,,
6729,71404,01,0,0,0,0,0,0,0,0,,0,,,,,,
6730,71404,98,0,0,0,0,0,0,0,0,,0,,,,,,
6731,71405,01,0,0,0,0,0,0,0,0,,0,,,,,,
6732,71405,98,0,0,0,0,0,0,0,0,,0,,,,,,
6733,71406,01,0,0,0,0,0,0,0,0,,0,,,,,,
6734,71406,98,0,0,0,0,0,0,0,0,,0,,,,,,
6735,71407,01,0,0,0,0,0,0,0,0,,0,,,,,,
6736,71407,98,0,0,0,0,0,0,0,0,,0,,,,,,
6737,71408,01,0,0,0,0,0,0,0,0,,0,,,,,,
6738,71408,98,0,0,0,0,0,0,0,0,,0,,,,,,
6739,71409,01,0,0,0,0,0,0,0,0,,0,,,,,,
6740,71409,98,0,0,0,0,0,0,0,0,,0,,,,,,
6741,71410,01,0,0,0,0,0,0,0,0,,0,,,,,,
6742,71410,98,0,0,0,0,0,0,0,0,,0,,,,,,
6743,71411,01,0,0,0,0,0,0,0,0,,0,,,,,,
6744,71411,98,0,0,0,0,0,0,0,0,,0,,,,,,
6745,71412,01,0,0,0,0,0,0,0,0,,0,,,,,,
6746,71412,98,0,0,0,0,0,0,0,0,,0,,,,,,
6747,71413,01,0,0,0,0,0,0,0,0,,0,,,,,,
6748,71413,98,0,0,0,0,0,0,0,0,,0,,,,,,
6749,71414,01,0,0,0,0,0,0,0,0,,0,,,,,,
6750,71414,98,0,0,0,0,0,0,0,0,,0,,,,,,
6751,71415,01,0,0,0,0,0,0,0,0,,0,,,,,,
6752,71415,98,0,0,0,0,0,0,0,0,,0,,,,,,
6753,71416,01,0,0,0,0,0,0,0,0,,0,,,,,,
