"ORDEARTI,N,6,0","CODIARTI,C,10","CODIGRAR,C,4","DESCARTI,C,70","UNMEARTI,C,3","ENVAARTI,C,5","UNENARTI,N,5,0","CODIIMP1,C,2","CODIIMP2,C,2","CODIDECA,C,2","CODIDEOP,C,2","ISTKARTI,C,1","IMOVARTI,C,1","CODIESPE,C,2","DECAARTI,N,5,2","REFIARTI,N,6,2","FLETARTI,N,6,2","MARGARTI,N,6,2","COEFARTI,N,8,4","POR1DEOP,N,5,2","POR2DEOP,N,5,2","POR3DEOP,N,5,2","POR4DEOP,N,5,2","POR5DEOP,N,5,2","POR6DEOP,N,5,2","POR7DEOP,N,5,2","CODIPROV,C,3","NUMEMODE,C,10","NPROARTI,C,15","CODIIMP3,C,2","FRANARTI,C,1","PREFARTI,C,4","BASIARTI,C,8","SUF1ARTI,C,2","SUF2ARTI,C,3","PARTARTI,C,22","BAINARTI,C,8","TIPOARTI,C,1","RECAARTI,N,8,2","COMIARTI,N,5,2","NUMECUEN,C,6","ACTIARTI,C,1","PROVARTI,C,5","FEACARTI,D","OBSOARTI,C,1","COB1ARTI,C,30","COB2ARTI,C,30","COBAARTI,C,30","EMERARTI,C,40","HORAARTI,C,6","ULMOARTI,D","CODIMARC,C,3","FEBAARTI,D","SIREARTI,C,1","REEMARTI,C,21","NUMELIST,C,2","CLASARTI,C,3","GRUPARTI,C,1","INDIARTI,L","CODIDESE,C,4","PRECARTI,N,15,2","COPRARTI,C,20","FEALARTI,D","CODIDESC,C,2","MODEARTI,C,12","MARCARTI,C,10","ORIGARTI,C,10","DESPARTI,C,20","FEDEARTI,D","COPRATI,C,10","CODICATE,C,4","IMAGARTI,C,120","LOTEARTI,C,1"
0,01001,0005,PASTA LIMPIA MANOS X 500 GRS,C/U,500 g,12,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,7798071081716,,,,0,,A,036,,,,,T1442,,15:52:,16/06/2024,006,,,,,,,,,,XCCC,,,,,,,,,0004,,
0,01002,0005,PASTA LIMPIA MANOS X 850 GRS,C/U,900 g,12,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01002,,,,0,,A,036,,,,,T1443/1,2021-08-06 SE MODIFICA DESCRIPCION DE 90,14:34:,07/09/2023,006,,,,,,,,,,:T1443/1,,,,,,,,,0004,,
3,02001,0014,"CORTA ALAMBRE HCR 35 (DIAM.2,5 MM)",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,,,,,0,,A,035,,,,,CA 210mm,,12:40:,06/06/2016,007,,,,,,,,,,,,,,,,,,,0027,,
0,01003,0005,PASTA LIMPIA MANOS X 4.5 KG.,C/U,5 Kg,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01003,,,,0,,A,036,,,,,T1444/4,2021-08-06 CAMBIO DESCRIPCION DE 5KG A 4,17:02:,05/08/2021,006,,,,,,,,,,:T1444/4,,,,,,,,,0004,,
8,01010,0008,SILICONA X 400 CC FRAG.AEROSOL,C/U,,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,,,,,0,,A,036,,,,,T1073,,15:25:,06/06/2016,006,,,,,,,,,,,,,,,,,,,0008,,
9,01011,0007,LUBRICANTE MULTIUSO SILIC. X 400,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,,,,,0,,A,036,,,,,T1542,,15:53:,31/07/2014,006,,,,,,,,,,,,,,,,,,,0011,,
10,01012,0007,AFLOJATUERCAS X 400 CC,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,,,,,0,,A,036,,,,,T1402,,15:54:,31/07/2014,006,,,,,,,,,,,,,,,,,,,0011,,
0,01020,0009,PEGAJUNTAS X 45CC BLISTER,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01020,,,,0,,A,036,,,,,T1823,,16:40:,22/07/2025,006,,,,,,,,,,,,,,,,,,,0008,,
0,01030,0006,GRASA FIBROSA X 250 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01030,,,,0,,A,036,,,,,T1101,,16:34:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0009,,
9974,01031,0006,GRASA FIBROSA X 450 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01031,,,,0,,A,036,,,,,T1102,,12:21:,18/08/2025,006,,,,,,,,,,T1102,,,,,,,,,0009,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\TRIBUNO HOME\01031-GRASA FIBROSA 450GR.JPG,
0,01032,0006,GRASA FIBROSA X 850 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01032,,,,0,,A,036,,,,,T1103,,16:36:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0009,,
15,01033,0006,GRASA FIBROSA 5 KGS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,,,,,0,,A,036,,,,,T1104,,15:19:,06/06/2016,006,,,,,,,,,,,,,,,,,,,0009,,
0,01040,0006,GRASA LITIO EP X 250 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01040,,,,0,,A,036,,,,,T1111,,12:35:,18/08/2025,006,,,,,,,,,,T1111,,,,,,,,,0012,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\TRIBUNO HOME\01040-GRASA DE LITIO 250GR.JPG,
0,01041,0006,GRASA LITIO EP X 450 GRS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01041,,,,0,,A,036,,,,,T1112,,12:38:,18/08/2025,006,,,,,,,,,,T1112,,,,,,,,,0012,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\TRIBUNO HOME\01041-GRASA DE LITIO EP 450GR.JPG,
0,01042,0006,GRASA LITIO EP X 850 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01042,,,,0,,A,036,,,,,T1113,,16:37:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0012,,
0,01043,0006,GRASA LITIO EP X 5 KGS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01043,,,,0,,A,036,,,,,T1115,,16:38:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0012,,
0,01050,0006,GRASA MULTIUSO X 250 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01050,,,,0,,A,036,,,,,T1121,,12:45:,18/08/2025,006,,,,,,,,,,T1121,,,,,,,,,0011,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\TRIBUNO HOME\GRASA-MULTI-1.JPG,
0,01051,0006,GRASA MULTIUSO X 450 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01051,,,,0,,A,036,,,,,T1122,,16:38:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0011,,
0,01052,0006,GRASA MULTIUSO X 850 GRS.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01052,,,,0,,A,036,,,,,T1123,,17:27:,10/08/2023,006,,,,,,,,,,,,,,,,,,,0011,,
0,01053,0006,GRASA MULTIUSO X 5 KG.,C/U,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01053,,,,0,,A,036,,,,,T1124,,16:40:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0011,,
26,01054,0006,GRASA MULTIUSO X 19,1,1,1,01,,,,S,A,,,,,,,,,,,,,,001,,,,,,,,,,,,,0,,A,001,,,,,T1301,,09:45:,13/02/2012,006,,,,,,,,,,,,,,,,,,,0011,,
0,01060,0006,GRASA GRAFITADA X 250 GRS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01060,,,,0,,A,036,,,,,T1303,,16:40:,13/06/2021,006,,,,,,,,,,,,,,,,,,,0013,,
28,01061,0006,GRASA GRAFITADA X 450 GRS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,,,,,0,,A,036,,,,,T1303,,15:22:,06/06/2016,006,,,,,,,,,,,,,,,,,,,0013,,
0,01062,0006,GRASA GRAFITADA X 850 GRS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01062,,,,0,,A,036,,,,,T1304,,11:08:,28/10/2021,006,,,,,,,,,,,,,,,,,,,0013,,
0,01063,0006,GRASA GRAFITADA X 5 KGS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01063,,,,0,,A,036,,,,,T1305,,16:53:,17/10/2021,006,,,,,,,,,,,,,,,,,,,0013,,
0,01080,0010,ACEITE SOLUBLE X 1 LT.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,,,,,,,01080,,,,0,,A,036,,,,,TE1002,,12:13:,18/08/2025,006,,,,,,,,,,TE1002,,,,,,,,,0017,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\TRIBUNO HOME\01080-ACEITE SOLUBLE 1LT.JPG,
0,01081,0010,ACEITE SOLUBLE X 5 LT.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,036,,,A,,,,,,01081,,,,0,,A,036,,,,,TE1010,,09:18:,29/03/2022,006,,,,,,,,,,,,,,,,,,,0017,,
33,01082,0010,ACEITE SOLUBLE X 10 LTS.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,001,,,,,,,,,,,,,0,,A,001,,,,,,,10:06:,13/02/2012,006,,,,,,,,,,,,,,,,,,,0017,,
34,02002,0014,"CORTA ALAMBRE HCR 35 (DIAM.4,0MM)",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,,,,,0,,A,035,,,,,CA 310mm,,12:40:,06/06/2016,007,,,,,,,,,,,,,,,,,,,0027,,
0,02008,0014,"CORTAPERNOS HCR 35 MM) 18"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02008,,,,0,,A,035,,,,,"CA 450 18""",,17:30:,11/04/2024,007,,,,,,,,,,,,,,,,,,,0024,,
0,02010,0014,"CORTAPERNOS HCR 15 ( 10 MM) 24"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02010,,,,0,,A,035,,,1004,,"CA 600 24""",,17:30:,11/04/2024,007,,,,,,,,,,,,,,,,,,,0024,,
0,02012,0014,"CORTAPERNOS HCR15 12MM 30"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,02012,,,,0,,A,035,,,1005,,"CP 75030""",,17:02:,22/07/2025,007,,,,,,,,,,,,,,,,,,,0024,,
0,02014,0014,"CORTAPERNOS HCR15 14MM 36"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,02014,,,,0,,A,035,,,1006,,"CP 900 36""",,17:02:,22/07/2025,007,,,,,,,,,,,,,,,,,,,0024,,
0,02016,0014,"CORTAPERNOS HCR15 16MM 42"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,02016,,,,0,,A,035,,,1007,,"CP 1050 42""",,17:03:,22/07/2025,007,,,,,,,,,,,,,,,,,,,0024,,
40,02020,0012,TIJERA DE PODA,1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,,,,,,,,,,,0,,A,035,,,,,"TRC210 8""",,17:32:,31/07/2014,007,,,,,,,,,,,,,,,,,,,0025,,
0,02118,0014,"REP. C.PERNOS CUCHILLAS 16"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,02118,,,,0,,A,,,,,,,,16:29:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02124,0014,"REP. C. PERNOS CUCHILLAS 24"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,02124,,,,0,,A,,,,,,,,16:30:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02130,0014,"REP. C. PERNOS CUCHILLAS 30"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,02130,,,,0,,A,,,,,,,,16:31:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02136,0014,"REP. C. PERNOS CUCHILLAS 36"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,02136,,,,0,,A,,,,,,,,16:31:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02142,0014,"REP. C. PERNOS CUCHILLAS 42"".",C/U,,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,02142,,,,0,,A,,,,,,,,11:35:,17/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02218,0014,"REP. C.PERNOS CABEZAL COMP.18"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02218,,,,0,,A,035,,,,,"450 18""",,11:36:,17/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02224,0014,"REP. C.PERNOS CABEZAL COMP.24"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02224,,,,0,,A,035,,,,,"600 24""",,16:33:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02230,0014,"REP. C.PERNOS CABEZAL COMP 30"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02230,,,,0,,A,035,,,,,"750 30""",,17:41:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02236,0014,"REP. C.PERNOS CABEZAL COMP 36"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02236,,,,0,,A,035,,,,,"900 36""",,17:43:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
0,02242,0014,"REP. C.PERNOS CABEZAL COMP 42"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,035,,,A,,,,,,02242,,,,0,,A,035,,,,,"1050 42""",,17:43:,16/04/2024,007,,,,,,,,,,,,,,,,,,,0026,,
51,02250,0012,REPUESTOS TIJERA DE PODA CUCHILLAS,C/U,,1,01,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,007,,,,,,,,,,,,,,,,,,,0026,,
52,02051,0012,REPUESTOS TIJERA DE PODA-RESORTE-,1,1,1,01,,,,S,A,,,,,,,,,,,,,,029,,,,,,,,,,,,,0,,A,029,,,,,,,10:19:,13/02/2012,007,,,,,,,,,,,,,,,,,,,0026,,
3,04001,,SILICONA TRANSPARENTE USO GRAL.,C/U,,1,01,,,,S,A,,,,,,,,,,,,,,076,,,,,,,,,,,,,0,,A,076,,,,,,,15:28:,06/06/2016,022,,,,,,,,,,,,,,,,,,,,,
3,04002,,SILICONA BLANCO USO GRAL.,C/U,,1,01,,,,S,A,,,,,,,,,,,,,,076,,,,,,,,,,,,,0,,A,076,,,,,,,15:28:,06/06/2016,022,,,,,,,,,,,,,,,,,,,,,
63,04003,,SILICONA NEGRO USO GRAL.,C/U,,1,01,,,,S,A,,,,,,,,,,,,,,076,,,,,,,,,,,,,0,,A,076,,,,,,,15:29:,06/06/2016,022,,,,,,,,,,,,,,,,,,,,,
3,05001,,"CINTA AISL.19mmx5x0,15mm BLANCA",1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,,,,,,,,,,,0,,A,065,,,,,00014,,12:29:,06/06/2016,029,,,,,,,,,,,,,,,,,,,,,
0,05002,0011,CINTA AISL.19mm x 5m x 0.15 mm NG.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,,,,,,,7798039290310,,,,0,,A,065,,,,,00014,,11:25:,04/01/2026,029,,,,,,,,,,,,,,,,,,,0025,,
66,05010,,"CINTA AISL.19mm x 10 x 0,15mm BLAN.",1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,,,,,,,,,,,0,,A,065,,,,,00015,,12:30:,06/06/2016,029,,,,,,,,,,,,,,,,,,,,,
0,05011,0002,"CINTA AISL.19MMx10Mx0,13MM NEGRO",1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,,,,,,,7798039290181,,,,0,,A,065,,,,,00015,,11:34:,04/01/2026,029,,,,,,,,,,,,,,,,,,,0022,,
68,05020,,"CINTA AISL.19mm x 20mm x 0,15mm BL.",1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,,,,,,,,,,,0,,A,065,,,,,00016,,12:30:,06/06/2016,029,,,,,,,,,,,,,,,,,,,,,
0,05021,,"CINTA AISL.19mm x 20m x 0,15mm NEG.",1,1,1,01,,,,S,A,,,,,,,,,,,,,,065,,,A,,,,,,7798039290334,,,,0,,A,065,,,,,00016,,15:45:,24/04/2022,029,,,,,,,,,,,,,,,,,,,,,
70,09001,0016,CABLE UNIPOLAR 1 X 0.50 ROLLO X 100,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:06:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
0,09002,0016,CABLE UNIPOLAR 1X0.75 X100M,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09002,,,,0,,A,052,,,,,,,10:44:,23/12/2021,,,,,,,,,,,,,,,,,,,,0006,,
0,09003,0016,CABLE UNIPOLAR 1X1 X 100M ECONOMICO,MT.,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09003,,,,0,,A,052,,,,,,,14:09:,20/09/2023,,,,,,,,,,,,,,,,,,,,0006,,
0,09004,0016,CABLE UNIPOLAR 1X1.50 X100M ECONOMI,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09004,,,,0,,A,052,,,,,,,08:52:,14/03/2024,,,,,,,,,,,,,,,,,,,,0006,,
0,09005,0016,CABLE UNIPOLAR 1X2.50 X100M ECONOMI,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09005,,,,0,,A,052,05/02/2023,,,,,,14:10:,20/09/2023,,,,,,,,,,,,,,,,,,,,0006,,
0,09006,0016,CABLE UNIPOLAR 1X4 X100M ECONOMICO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09006,,,,0,,A,052,02/04/2024,,,,,,08:52:,14/03/2024,,,,,,,,,,,,,,,,,,,,0006,,
0,09008,0016,CABLE UNIPOLAR 1X6 X100M ECONOMICO,MTS,Rollo,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09008,,,,0,,A,052,,,,,,,08:53:,14/03/2024,,,,,,,,,,,,,,,,,,,,0006,,
0,09010,0016,CABLE UNIPOLAR 1X10 X100 ECONOMICO,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09010,,,,0,,A,052,,,,,,,11:01:,23/12/2021,,,,,,,,,,,,,,,,,,,,0006,,
80,09011,0016,CABLE UNIPOLAR 1 X 16 FLEXIBLE,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:08:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
81,09012,0016,CABLE UNIPOLAR 1 X 25 FLEXIBLE,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:08:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
82,09013,0016,CABLE UNIPOLAR 1 X 35 FLEXIBLE,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:08:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
83,09014,0016,CABLE UNIPOLAR 1 X 50 FLEXIBLE,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:09:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
84,09015,0016,CABLE UNIPOLAR 1 X 70 FLEXIBLE,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:09:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
85,09020,0016,CABLE BIPOLAR 2 X 0.50,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:09:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
3,09021,0016,CABLE BIPOLAR 2 X 0.75,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:13:,04/08/2014,,,,,,,,,,,,,,,,,,,,0006,,
0,09022,0016,CABLE BIPOLAR 2X1 X100M ECONOMICO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09022,,,,0,,A,052,,,,,,,14:13:,20/09/2023,,,,,,,,,,,,,,,,,,,,0006,,
0,09023,0016,CABLE BIPOLAR 2X1.50 X100M ECONOMIC,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09023,,,,0,,A,052,26/01/2023,,,,,,14:13:,20/09/2023,,,,,,,,,,,,,,,,,,,,0006,,
0,09024,0016,CABLE BIPOLAR 2X2.50 X100M ECONOMIC,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09024,,,,0,,A,052,,,,,,,14:14:,20/09/2023,,,,,,,,,,,,,,,,,,,,0006,,
90,09101,0016,CABLE TIPO TALLER 2 X 0.50,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:14:,04/08/2014,,,,,,,,,,,,,,,,,,,,0007,,
0,09102,0016,CABLE TIPO TALLER 2 X 0.75,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09102,,,,0,,A,052,,,,,,,14:15:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09103,0016,CABLE TIPO TALLER 2X1 X100M ECONOMI,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09103,,,,0,,A,052,,,,,,,14:16:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09104,0016,CABLE T. TALLER 2X1.50 X METRO ECO,MTS,1,100,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,09104,,,,0,,A,052,26/01/2023,,,,,,14:52:,23/07/2025,019,,,,,,,,,,TPR2X1.5 E,,,,,,,,,0007,,
0,09105,0016,CABLE TIPO TALLER 2X2.50 X100M ECO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09105,,,,0,,A,052,,,,,,,14:16:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09106,0016,CABLE TIPO TALLER 2X4 X100M ECO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09106,,,,0,,A,052,,,,,,,14:17:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09107,0016,CABLE TIPO TALLER 2X6 X 100M ECO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09107,,,,0,,A,052,,,,,,,14:17:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
9974,09110,0016,CABLE TIPO TALLER 3 X 0.75,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,09110,,,,0,,A,052,,,,,,,10:31:,21/05/2025,0,,,,,,,,,,,,,,,,,,,0007,,
0,09111,0016,CABLE TIPO TALLER 3X1 X100M ECO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09111,,,,0,,A,052,,,,,,,14:19:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09112,0016,CABLE TIPO TALLER 3X1.50 X 100M ECO,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09112,,,,0,,A,052,,,,,,,14:19:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09113,0016,CABLE TIPO TALLER 3X2.50 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09113,,,,0,,A,052,,,,,,,14:19:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09114,0016,CABLE TIPO TALLER 3X4 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09114,,,,0,,A,052,04/08/2022,,,,,,14:20:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09115,0016,CABLE TIPO TALLER 3X6 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09115,,,,0,,A,052,,,,,,,14:20:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09120,0016,CABLE TIPO TALLER 4X1 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09120,,,,0,,A,052,,,,,,,14:20:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09121,0016,CABLE TIPO TALLER 4X1.50 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09121,,,,0,,A,052,,,,,,,14:21:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09122,0016,CABLE TIPO TALLER 4X2.50 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09122,,,,0,,A,052,,,,,,,14:21:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09123,0016,CABLE TIPO TALLER 4X4 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09123,,,,0,,A,052,,,,,,,14:21:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09124,0016,CABLE TIPO TALLER 4X6 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09124,,,,0,,A,052,,,,,,,14:22:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09130,0016,CABLE TIPO TALLER 5X1 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09130,,,,0,,A,052,,,,,,,14:22:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09131,0016,CABLE TIPO TALLER 5X1.50 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09131,,,,0,,A,052,05/02/2023,,,,,,14:22:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09132,0016,CABLE TIPO TALLER 7 X 1,MTS,,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09132,,,,0,,A,052,,,,,,,14:23:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
0,09133,0016,CABLE TIPO TALLER 7X1.50 X 100M ECO,MTS,ROLLO,100,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09133,,,,0,,A,052,,,,,,,14:24:,20/09/2023,019,,,,,,,,,,,,,,,,,,,0007,,
112,09200,0016,CABLE BAJO PL.VAINA CHATA  2 X 0.75,MTS,,1,01,,,,S,A,,,,,,,,,,,,,,052,,,,,,,,,,,,,0,,A,052,,,,,,,10:17:,04/08/2014,,,,,,,,,,,,,,,,,,,,0007,,
0,09201,0016,CABLE BAJO PL. VAINA CHATA 2X1 ECO,MTS,ROLLO,1,01,,,,S,A,,,,,,,,,,,,,,052,,,A,,,,,,09201,,,,0,,A,052,,,,,,,11:41:,23/12/2021,,,,,,,,,,,,,,,,,,,,0007,,
