"ORDEARTI,N,6,0","CODIARTI,C,10","CODIGRAR,C,4","DESCARTI,C,70","UNMEARTI,C,3","ENVAARTI,C,5","UNENARTI,N,5,0","CODIIMP1,C,2","CODIIMP2,C,2","CODIDECA,C,2","CODIDEOP,C,2","ISTKARTI,C,1","IMOVARTI,C,1","CODIESPE,C,2","DECAARTI,N,5,2","REFIARTI,N,6,2","FLETARTI,N,6,2","MARGARTI,N,6,2","COEFARTI,N,8,4","POR1DEOP,N,5,2","POR2DEOP,N,5,2","POR3DEOP,N,5,2","POR4DEOP,N,5,2","POR5DEOP,N,5,2","POR6DEOP,N,5,2","POR7DEOP,N,5,2","CODIPROV,C,3","NUMEMODE,C,10","NPROARTI,C,15","CODIIMP3,C,2","FRANARTI,C,1","PREFARTI,C,4","BASIARTI,C,8","SUF1ARTI,C,2","SUF2ARTI,C,3","PARTARTI,C,22","BAINARTI,C,8","TIPOARTI,C,1","RECAARTI,N,8,2","COMIARTI,N,5,2","NUMECUEN,C,6","ACTIARTI,C,1","PROVARTI,C,5","FEACARTI,D","OBSOARTI,C,1","COB1ARTI,C,30","COB2ARTI,C,30","COBAARTI,C,30","EMERARTI,C,40","HORAARTI,C,6","ULMOARTI,D","CODIMARC,C,3","FEBAARTI,D","SIREARTI,C,1","REEMARTI,C,21","NUMELIST,C,2","CLASARTI,C,3","GRUPARTI,C,1","INDIARTI,L","CODIDESE,C,4","PRECARTI,N,15,2","COPRARTI,C,20","FEALARTI,D","CODIDESC,C,2","MODEARTI,C,12","MARCARTI,C,10","ORIGARTI,C,10","DESPARTI,C,20","FEDEARTI,D","COPRATI,C,10","CODICATE,C,4","IMAGARTI,C,120","LOTEARTI,C,1"
2749,626221,0063,INVERTER 150 HF,,,1,04,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0088,,
2750,626222,0063,TORCHA TIG SINCRO 26 V,,,1,01,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:28:,10/08/2014,,,,,,,,,,,,,,,,,,,,0088,,
2751,626223,0063,CLUB 1600 K,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.1.02.04.1,,11:01:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2752,626224,0063,MASTER 2200,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.1.05.2,,11:01:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2755,626225,0063,PULSAR 2700,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.1.07.1.3,,11:02:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2756,626226,0063,PULSAR 2950,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.1.07.1.4,,11:02:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2758,626227,0063,PULSAR 3200,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.1.07.3.1,,11:02:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2759,626228,0063,TRISTAR 263,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.6.02.02,,11:02:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2761,626229,0063,TRISTAR 403,1,1,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,8.6.04.02,,11:02:,06/06/2016,008,,,,,,,,,,,,,,,,,,,0088,,
2763,626230,0063,PULSAR 302 BS (50-280 AMP),,,1,04,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0088,,
0,626231,0063,ENERBOX 5 CARGADOR BAT.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,7794188028804,,,,0,,A,027,,,,,8.7.00.02,,12:11:,31/03/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626232,0063,ENERBOX 6 CARGADOR DE BAT,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,7794188028200,,,,0,,A,027,,,,,8.7.01.02,,12:09:,31/03/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626233,0063,ENERBOX 15 CARGADOR DE BAT.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,7794188028002,,,,0,,A,027,,,,,8.7.02.02,,14:30:,12/11/2025,008,,,,,,,,,,8.7.02.02,,,,,,,,,0204,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\SINCROLAMP\ENERBOX15.JPG,
2771,626234,0063,AGRI 20 CARGADOR DE BAT.,,,1,01,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0204,,
0,626235,0063,AGRI 30 CARGADOR DE BAT.,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,7791461939598,,,,0,,A,027,,,,,8.7.11.02,,12:16:,31/03/2021,008,,,,,,,,,,,,,,,,,,,0204,,
2774,626236,0063,CB24/450P CARG Y ARRANC. PORTATIL,,,1,01,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:30:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
0,626237,0063,CB12/200 CARG.ARRANC.PORTATIL,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,3067710858212,,,,0,,A,027,,,,,02CB12/200,,22:08:,19/05/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626238,0063,CB12/300 CARG.ARRANC. PORTATIL,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,3067710858144,,,,0,,A,027,,,,,02CB12/300,,12:26:,31/03/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626239,0063,CARGADOR/ARRANC. 12V CB12/400 SINCROLAMP,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,3067710858243,,,,0,,A,027,,,,,02CB12/400,,09:59:,24/07/2025,008,,,,,,,,,,CB12/400,,,,,,,,,0204,F:\TEKNO\IMAGENES\IMAGENES\FONDO BLANCO\SINCROLAMP\626239-CARGADOR-ARRANCADOR CB12-400 12V.PNG,
2779,626240,0063,THOR 320 CARGAD. ARRANC. CARRITO,,,1,01,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,14:28:,05/06/2016,008,,,,,,,,,,,,,,,,,,,0204,,
0,626241,0063,THOR 450 CARG. ARRANC. CARRITO,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,626241,,,,0,,A,027,,,,,8.7.07.02,,12:31:,07/07/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626242,0063,THOR 650 CARG. ARRANC. CARRITO,,,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,626242,,,,0,,A,027,,,,,,,12:32:,07/07/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626243,0063,THOR 750 CARG. ARRANC. CARRITO,1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,626243,,,,0,,A,027,,,,,8.7.08.02,,15:38:,22/06/2021,008,,,,,,,,,,,,,,,,,,,0204,,
0,626250,0063,GRUPO ELECTROG LT1200S NAFTA,,,1,04,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,626250,,,,0,,A,,,,,,,,11:22:,13/09/2022,,,,,,,,,,,,,,,,,,,,0204,,
0,626251,0063,GRUPO ELECTROG. LT2500S NAFTA,1,1,1,04,,,,S,A,,,,,,,,,,,,,,313,,,A,,,,,,626251,,,,0,,A,313,,,,,9.0.03,,11:23:,13/09/2022,,,,,,,,,,,,,,,,,,,,0204,,
0,626252,0063,GRUPO ELECTROG. LT4500S NAFTA,,,1,04,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,626252,,,,0,,A,,,,,,,,11:23:,13/09/2022,,,,,,,,,,,,,,,,,,,,0204,,
0,626253,0063,GRUPO ELECTROG. LT6500S NAFTA,,,1,04,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,626253,,,,0,,A,,,,,,,,11:23:,13/09/2022,,,,,,,,,,,,,,,,,,,,0204,,
2789,626254,0063,GRUPO ELECTROG. LT6500EA NAFTA ELEC,1,1,1,04,,,,S,A,,,,,,,,,,,,,,313,,,,,,,,,,,,,0,,A,313,,,,,9.0.06,,11:12:,16/02/2012,,,,,,,,,,,,,,,,,,,,0204,,
2790,626256,0063,GRUPO ELECTROG. 3GF-M DIESEL,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:31:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
2791,626257,0063,GRUPO ELECTROG. 5GF-M DIESEL,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:31:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
2792,626258,0063,GRUPO ELEC 5GF-ME3DIESEL-ELEC-TRIF,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:31:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
3,626260,0063,MOTOBOMBA 5.5hp WNW/55/2 NIWA,1,1,1,01,,,,S,A,,,,,,,,,,,,,,061,,,A,,,,,,,,,,0,,A,061,,,,,,,12:19:,27/09/2018,024,,,,,,,,,,WNW/55/2,,,,,,,,,0204,,
0,626261,0063,"MOTOBOMBA LT30CX-168F 3"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,626261,,,,0,,A,027,,,,,,,09:21:,17/04/2024,,,,,,,,,,,,,,,,,,,,0204,,
0,626262,0063,"MOTOBOMBA LT40CX-177F 4"".",1,1,1,01,,,,S,A,,,,,,,,,,,,,,027,,,A,,,,,,626262,,,,0,,A,027,,,,,,,09:50:,17/04/2024,,,,,,,,,,,,,,,,,,,,0204,,
2797,626264,0063,"MOTOR 4T LT-168F 5,5 HP",,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,17:28:,05/06/2016,008,,,,,,,,,,,,,,,,,,,0204,,
2798,626265,0063,"MOTOR 4T LT-168F1 6,5 HP",,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,17:28:,05/06/2016,008,,,,,,,,,,,,,,,,,,,0204,,
2799,626266,0063,MOTOR 4T LT-173F 8 HP,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,17:28:,05/06/2016,008,,,,,,,,,,,,,,,,,,,0204,,
2800,626267,0063,"MOTOR 4T LT-177F 7,4 HP",,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:32:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
2802,626268,0063,MOTOR 4T LT-182F 11HP,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,12:32:,10/08/2014,,,,,,,,,,,,,,,,,,,,0204,,
2803,626269,0063,MOTOR 4T LT-188F 13HP,,,1,04,,,,S,A,,,,,,,,,,,,,,027,,,,,,,,,,,,,0,,A,027,,,,,,,17:29:,05/06/2016,008,,,,,,,,,,,,,,,,,,,0204,,
3,07235,0013,MAZA P/ALBA¥IL 2000 GRS.,1,,1,01,,,,S,A,,,,,,,,,,,,,,070,,,A,,,,,,,,,,0,,A,070,,,,,,,17:33:,24/01/2019,,,,,,,,,,,,,,,,,,,,0054,,
2806,15028,,DISCO DIAM. P/GR 350x15x50 GD4758L,1,,1,01,,,,S,A,,,,,,,,,,,,,,,,,A,,,,,,7798109502534,,,,0,,A,,,,,,,,12:21:,04/01/2021,001,,,,,,,,,,GD4758L,,,,,,,,,,,
0,88004,,"TORNILLO AUTOP.HEX.P.M. 12x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88004,,,,0,,A,066,,,,,,,10:01:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
2818,88013,,TORN.AUTOPERF.HEXAG.12X3,1,,1,01,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,07093,0013,PISTOLA APLIC. NG TIPO ESQUELETO,1,1,1,01,,,,S,A,,,,,,,,,,,,,,070,,,,,,,,,,,,,0,,A,070,,,,,EVOL1370,,12:57:,03/08/2014,,,,,,,,,,,,,,,,,,,,0047,,
2823,10170,,DISPLAY 100unid CLIPS P/BAT 10A AIS,1,,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3010,,11:17:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2824,10172,,DISPLAY 12unid. CLIPS P/BAT 20A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3020,,11:17:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2825,10174,,DISPLAY 12unid. CLIPS P/BAT 25A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3025,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2826,10176,,DISPLAY 12unid. CLIPS P/BAT 50A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3050,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2827,10178,,DISPLAY 4 unid. CLIPS P/BAT 70A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3070,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2828,10180,,DISPLAY 4unid. CLIPS P/BAT 120A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3120,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2829,10182,,DISPLAY 4unid. CLIPS P/BAT 200A AIS,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3200,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2830,10184,,DISPLAY 150unid. CLIPS COCODRILO,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3331,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2831,10186,,DISPLAY 200unid. CLIPS COCOD. MINI,1,1,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,3389,,11:18:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2832,10200,,BUSCAPOLO CORTO 140 MM,1,,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,,,11:19:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
2833,10201,,BUSCAPOLO LARGO 200 MM,1,,1,01,,,,S,A,,,,,,,,,,,,,,080,,,,,,,,,,,,,0,,A,080,,,,,,,11:19:,07/08/2014,,,,,,,,,,,,,,,,,,,,,,
0,88001,,"TORNILLO AUTOP.HEX.P.M.10x1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88001,,,,0,,A,066,,,,,,,10:01:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88002,,"TORNILLO AUTOP.HEX.P.M. 10x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88002,,,,0,,A,066,,,,,,,10:01:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88070,,"TORN. HEX.P.A.C/ARAN.12x2 1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88070,,,,0,,A,066,,,,,,,10:07:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88072,,"TORN. HEX.P.A.C/ARAND.14x1 1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88072,,,,0,,A,066,,,,,,,10:07:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88074,0042,"TORN.AUT.HEX.P.A.C/ARAND.14x2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88074,,,,0,,A,066,10/08/2022,,,,,,10:07:,17/04/2024,,,,,,,,,,,,,,,,,,,,0092,,
0,88076,0042,"TORN.AUT.HEX.P.A.C/ARAND.14x2 1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88076,,,,0,,A,066,07/11/2022,,,,,,10:07:,17/04/2024,,,,,,,,,,,,,,,,,,,,0092,,
0,88078,,"TORN.AUT.HEX.P.A.C/ARAND. 14x3"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88078,,,,0,,A,066,,,,,,,10:08:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88135,,"TORN. CAB.TROM.PHIL.P.M  6x5/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88135,,,,0,,A,066,,,,,,,10:30:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
2845,6144133550,,EXHIBIDOR ESCOBILLAS,1,,1,01,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,6136011850,,GRASA ESPECIAL METABO,1,,1,01,,,,S,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,88090,,"TORN. CAB.FR.C/ALAS P.M 8x1 1/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88090,,,,0,,A,066,,,,,,,10:09:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
2855,88091,,TORN.AUT.CAB.FR.C/ALAS P.M 10x1 1/2,1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,,,,,,,,,,,0,,A,066,,,,,,,09:21:,06/08/2014,,,,,,,,,,,,,,,,,,,,,,
0,88092,,"TORN. CAB.FR.C/ALAS P.M10x1 5/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88092,,,,0,,A,066,,,,,,,10:15:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88093,,"TORN. CAB.FRE.C/ALAS P.M 10x2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88093,,,,0,,A,066,,,,,,,10:16:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88095,,"TORN. CAB.FIJ.PHILIPS P.M 6x3/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88095,,,,0,,A,066,,,,,,,10:16:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88096,,"TORN. CAB.FIJ.PHILIPS P.M 6x1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88096,,,,0,,A,066,,,,,,,10:17:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88097,,"TORN. CAB.FIJ.PHILIPS P.M 6x5/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88097,,,,0,,A,066,,,,,,,10:19:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88098,,"TORN. CAB.FIJ.PHILIPS P.M 6x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88098,,,,0,,A,066,,,,,,,10:19:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88099,,"TORN. CAB.FIJ.PHILIPS P.M 6x1"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88099,,,,0,,A,066,,,,,,,10:19:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88100,,"TORN. CAB.FIJ.PHIL.P.M 6x1 1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88100,,,,0,,A,066,,,,,,,10:20:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88101,,"TORN. CAB.FIJ.PHILIPS P.M 8x1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88101,,,,0,,A,066,,,,,,,10:20:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88102,,"TORN. CAB.FIJ.PHILIPS P.M 8x5/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88102,,,,0,,A,066,,,,,,,10:20:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88103,,"TORN. CAB.FIJ.PHILIPS P.M 8x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88103,,,,0,,A,066,,,,,,,10:20:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88104,,"TORN. CAB.FIJ.PHILIPS P.M 8x1"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88104,,,,0,,A,066,,,,,,,10:21:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
2873,88105,,TORN.AUT.CAB.FIJ.PHILIPS P.M 10x1/2,1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,,,,,,,,,,,0,,A,066,,,,,,,09:22:,06/08/2014,,,,,,,,,,,,,,,,,,,,,,
3,88106,,TORN.AUT.CAB.FIJ.PHILIPS P.M 10x3/4,1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,,,,,,,,,,,0,,A,066,,,,,,,09:23:,06/08/2014,,,,,,,,,,,,,,,,,,,,,,
0,88107,,"TORN. CAB.FIJ.PHILIPS P.M 10x1"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88107,,,,0,,A,066,,,,,,,10:21:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88108,,"TORN. CAB.FIJ.PHIL.P.M 10x1 1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88108,,,,0,,A,066,,,,,5011015,,10:22:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88136,,"TORN. PAN FRAMER MECHA 6x7/16"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88136,,,,0,,A,066,,,,,,,10:30:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88138,,"TORN. PAN FRAMER AGUJA 6x7/16"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88138,,,,0,,A,066,,,,,,,10:31:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88139,,"TORN. TANQ.PHILIPS P.A.8x1/2"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88139,,,,0,,A,066,,,,,,,10:31:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88141,,"TORN. TANQ.PHILIPS P.A8x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88141,,,,0,,A,066,,,,,,,10:33:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88142,,"TORN.AUTOP.TANQ.PHILIPS P.A 8x1"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88142,,,,0,,A,066,,,,,,,10:33:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
2882,88155,,TORN.P/DUR.TROM.P.A.FOSF.NG 6x1 1/4,1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,,,,,,,,,,,0,,A,066,,,,,,,09:26:,06/08/2014,,,,,,,,,,,,,,,,,,,,,,
2883,88156,,TORN.P/DUR.TROMP.P.A.FOSF.NG6x1 5/8,1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,,,,,,,,,,,0,,A,066,,,,,1130617,,09:26:,06/08/2014,,,,,,,,,,,,,,,,,,,,,,
0,88157,,"TORN. C/FRE.PHIL.P.A.ZINC 6x5/8"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88157,,,,0,,A,066,,,,,,,10:36:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88158,,"TORN. C/FRE.PHIL.P.A.ZINC 6x3/4"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88158,,,,0,,A,066,,,,,,,10:36:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,88159,,"TORN. C/FRE.PHIL.P.A.ZINC 6x1"".",1,,1,01,,,,S,A,,,,,,,,,,,,,,066,,,A,,,,,,88159,,,,0,,A,066,,,,,,,10:37:,17/04/2024,,,,,,,,,,,,,,,,,,,,,,
0,87001,0039,REMACHE ST C.ALOMADA 3.5x6 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,7798129180026,,,,0,,A,063,,,,,,,12:58:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87002,0039,REMACHE ST C.ALOMADA 3.5x8 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87002,,,,0,,A,063,,,,,11003508000,,12:58:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87003,0039,REMACHE ST C.ALOMADA 3.5x10 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87003,,,,0,,A,063,,,,,11003510000,,12:58:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
9974,87004,0039,REMACHE ST C.ALOMADA 3.5x12 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87004,,,,0,,A,063,,,,,,,12:58:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87005,0039,REMACHE ST C.ALOMADA 3.5x14 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87005,,,,0,,A,063,,,,,,,12:59:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87006,0039,REMACHE ST C ALOMADA 3.5x16 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87006,,,,0,,A,063,,,,,,,12:59:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87008,0039,REMACHE ST C.ALOMADA 3.5x19 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87008,,,,0,,A,063,10/08/2022,,,,,,13:00:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87009,0039,REMACHE ST C.ALOMADA 3.5x25 X1000 U,1,1000,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87009,,,,0,,A,063,10/08/2022,,,,11003525000,,13:00:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
0,87010,0039,REMACHE ST C.ALOMADA 3.5x30 X500 U,1,500,1,01,,,,S,A,,,,,,,,,,,,,,063,,,,,,,,,87010,,,,0,,A,063,,,,,,,13:00:,23/09/2025,013,,,,,,,,,,,,,,,,,,,0090,,
